"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"KeyStone PCIe Module","Dual-mode operation (Root Complex or End Point)","Interfaces","The controller supports operation as either a PCIe Root Complex or a PCIe End Point, selectable via bootstrap pins and overridable in device status. In RC mode it initiates configuration cycles and manages downstream enumeration. In EP mode it exposes Type 0 configuration space to a host and responds to configuration requests. The choice affects capabilities like IO window availability and certain registers’ behavior. Mode selection is fundamental and must be finalized before link training begins.","PCIESSMODE[1:0] (bootstrap); DEVSTAT override (spec Functional/Mode); CFG_SETUP[CFG_TYPE] for Type0/1","Explicit","Requires PSC power enable and DEVSTAT[PCIESSEN]=1; proper SerDes refclk present; finalize before CMD_STATUS[LTSSM_EN]=1","YES","Set desired mode at boot; changing after link-up requires reset and retraining."
"KeyStone PCIe Module","Link speed Gen1/Gen2 selection","Performance","The link supports 2.5 GT/s (Gen1) and 5.0 GT/s (Gen2) data rates. Negotiation occurs during training with control via Link Control 2 settings. Proper equalization and PHY configuration are necessary for stable Gen2 operation. Common-clock and SSC decisions influence reliable Gen2 performance. Verify negotiated speed post-training.","LINK_CTRL2/GEN2 controls; Port Logic GEN2 registers (PL_GEN2); LINK_STAT_CTRL","Explicit","Stable refclk and SerDes PLL lock; correct COMMON_CLK_CFG when shared clock; proper board routing","YES","Default to Gen1 for bring-up, then enable Gen2 after link proves stable."
"KeyStone PCIe Module","Link width x1/x2 with lane reversal and polarity inversion","Performance","The controller operates with one or two lanes depending on board design. Automatic lane reversal and receive polarity inversion permit flexible routing. Dynamic width conversion supports down-training if only one lane is detected. Status registers expose active lanes and alignment. Ensure board routing and SerDes settings match intended width.","PCS_STATUS lanes enabled; Port Logic/Debug lane state; SerDes CFG fields","Explicit","SerDes PLL locked; correct lane enablement in SERDES_CFG0/1; compatible partner device","YES","Allow automatic reversal; do not force settings unless required by board constraints."
"KeyStone PCIe Module","Outbound address translation windows","Address Translation","Outbound mappings translate internal addresses into PCIe memory/IO/config spaces. Windows are configured using an index and high bits registers with a common size register. Correct setup is required for DMA or CPU-initiated PCIe transactions. Enabling outbound translation activates the programmed windows. Accesses must be non-burst and non-cacheable.","OB_OFFSET_INDEXn/OB_OFFSETn_HI at 0x200+; OB_SIZE at 0x30; CMD_STATUS[OB_XLT_EN] at 0x04","Explicit","Program target base/size first; enable after configuration; ensure link is up before generating TLPs","YES","Validate that targets exist; avoid remote config/IO when link is down to prevent bus hangs."
"KeyStone PCIe Module","Inbound address translation regions","Address Translation","Inbound translation defines internal memory regions accessible from the PCIe side. Up to four regions can be exposed by programming BAR selection, start, and offset registers. These mappings are required for host access to device memory in EP mode or peer writes in RC systems. Translation must be enabled in the command/status register. Ensure size and alignment conform to host expectations.","IB_BARn 0x300+; IB_STARTn_LO/HI 0x304/0x308+; IB_OFFSETn 0x30C+; CMD_STATUS[IB_XLT_EN]","Explicit","BAR apertures consistent with host enumeration; translators enabled; non-cacheable mappings","YES","Use minimal apertures consistent with performance to limit attack surface and decode complexity."
"KeyStone PCIe Module","Endianness control","Configuration","The application endianness of internal interfaces is configurable. Software must select the appropriate byte ordering to match the system architecture. Misconfiguration can corrupt descriptor and data interpretations. Endianness should be set before enabling translators and starting traffic. Once traffic is active, changes require quiescence and revalidation.","ENDIAN register at 0x38","Explicit","Set prior to enabling OB/IB translation and before DMA or CPU transactions","YES","For big-endian systems, validate that BAR-accessible application registers are consistently interpreted by the host."
"KeyStone PCIe Module","TLP attributes: Relaxed Ordering and No Snoop","Performance","The controller can mark outbound transactions with relaxed ordering and no-snoop attributes. Enabling these can improve throughput on systems tolerant of reordering and without snoop-coherent paths. Some hosts or devices may ignore or restrict these attributes. Use with awareness of memory consistency requirements. Always measure effects on latency and bandwidth.","TLPCFG at 0x10 (RELAXED, NO_SNOOP)","Explicit","System interconnect must tolerate reordering; cache policy must allow no-snoop","YES","Start with defaults off; enable selectively for large sequential DMA workloads."
"KeyStone PCIe Module","Legacy INTx interrupt handling","Interrupts","The controller supports legacy INTA/B/C/D signaling and maps them to SoC interrupt inputs. Events are acknowledged via an end-of-interrupt write with the corresponding vector. Proper masking and clearing of raw and latched status are required. Legacy mode is useful for compatibility with devices lacking MSI. Latency may be higher than MSI in heavy interrupt loads.","IRQ_EOI at 0x50; INTx status/enable 0x64–0x120","Explicit","SoC interrupt router configured; vectors mapped; status cleared with W1C where applicable","YES","Prefer MSI when available; reserve INTx for fallback and early bring-up diagnostics."
"KeyStone PCIe Module","MSI reception and handling (RC mode)","Interrupts","As a Root Complex, the controller receives and services MSIs from endpoints. MSI vectors are grouped across enable and status blocks, with write-one-to-clear semantics for pending bits. Software must route and enable only the vectors in use. The EOI mechanism is used to signal interrupt completion. Ensure MSI capability is enabled on endpoints during enumeration.","MSI*_IRQ_ENABLE_SET/CLR 0x90–0x17C; MSI_IRQ at 0x54 (status)","Explicit","Enumeration enables MSI on endpoints; SoC interrupt mapping done; status cleared","YES","Batch-handle vectors per group to minimize register traffic in high-rate scenarios."
"KeyStone PCIe Module","MSI generation (EP mode)","Interrupts","In End Point mode the controller can generate MSI to signal events to a host. Software programs the local MSI capability and writes to the MSI trigger register to raise an interrupt. Host enumeration must allocate and map MSI vectors for the function. Proper timing and ordering ensure that MSI signals correspond to completed DMA or state changes. Use MSI over INTx when supported by the host.","Local MSI capability in config space; MSI_IRQ at 0x54 (EP generation)","Explicit","MSI capability programmed; host assigned and enabled vectors; BAR and IB regions valid","YES","Coalesce interrupts to reduce host overhead while maintaining latency targets."
