"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"TMS320C6452 DSP","GPIO Controller (32-bit)","Interfaces","Provides up to 32 general‑purpose I/O pins (GP[31:0]) with programmable direction and synchronized input sampling. Supports atomic output updates via SET_DATA and CLR_DATA and readback through OUTDATA/INDATA. Per‑pin rising and falling edge detection enables flexible interrupt generation. Bank and pin‑level status registers allow precise ISR servicing and clearing. Operation requires enabling the GPIO LPSC in the PSC and configuring pin multiplexing for the selected pins.","GPIO User’s Guide SPRUF95; Registers: DIR, SET_DATA, CLR_DATA, OUTDATA, INDATA, SET_RIS_TRIG, CLR_RIS_TRIG, SET_FAL_TRIG, CLR_FAL_TRIG, INSTAT, INTSTAT01","Explicit","PSC LPSC enable (GPIO); Pinmux (SPRS371); CPU INTC; optional EDMA event mapping","NO","Use atomic SET/CLR for glitch‑free updates and clear peripheral flags before exiting ISR; ensure PSC clock is enabled and pinmux set prior to use."
"TMS320C6452 DSP","I2C Controller","Interfaces","Implements a standard two‑wire I2C bus interface for master/slave transfers. Supports byte‑oriented communication with address and data phase handling by hardware. Interrupts signal transfer complete, NACK, and arbitration events for robust control. Configuration includes clock prescalers and own‑address programming as applicable. The module must be clock‑gated on via PSC and its pins assigned via pinmux before operation.","I2C User’s Guide SPRUF94","Explicit","PSC LPSC enable (I2C); Pinmux (SPRS371); I2C bus pull‑ups; CPU INTC","NO","Program timing registers to meet bus speed and rise‑time limits; handle NACK and arbitration loss in ISR; verify external pull‑ups are present."
"TMS320C6452 DSP","UART","Interfaces","Provides asynchronous serial communication with programmable baud rate, word length, parity, and stop bits. Hardware FIFOs buffer TX/RX data to reduce CPU load. Interrupts indicate TX empty, RX ready, and error conditions to support non‑blocking I/O. Baud generation derives from module clocks and divisors. Ensure PSC enables the UART and pinmux routes the TX/RX pins.","UART User’s Guide SPRUF93","Explicit","PSC LPSC enable (UART); Pinmux (SPRS371); CPU INTC; Clock source/dividers","NO","Enable FIFOs and use interrupt‑driven or DMA‑assisted flows for sustained throughput; validate baud tolerance against clock source."
"TMS320C6452 DSP","SPI","Interfaces","Implements a synchronous serial interface with configurable clock polarity/phase and word length. Supports high‑speed full‑duplex transfers for attached peripherals. Interrupts and status flags indicate TX/RX readiness and faults. Chip‑select handling and frame formatting are programmable per transfer. Module availability depends on enabling via PSC and configuring the pinmux for SPI signals.","SPI User’s Guide SPRUF92","Explicit","PSC LPSC enable (SPI); Pinmux (SPRS371); CPU INTC; Optional EDMA for high throughput","NO","Use appropriate CPOL/CPHA settings per slave and manage chip‑select timing; consider EDMA for large bursts to minimize CPU involvement."
"TMS320C6452 DSP","McASP (Multichannel Audio Serial Port)","Interfaces","Provides flexible multichannel audio serial communication supporting TDM, I2S, and DIT modes. Independent transmit and receive sections enable simultaneous full‑duplex audio streaming. Time‑slot and clock/frame generation are highly configurable for different audio standards. Interrupts and optional DMA support high‑bandwidth, low‑latency data movement. Activate clocks via PSC and map pins via the device pinmux before configuration.","McASP User’s Guide SPRUF91","Explicit","PSC LPSC enable (McASP); Pinmux (SPRS371); CPU INTC; EDMA for streaming","NO","Use EDMA linked parameter sets for continuous audio; carefully align bit clocks and frame sync to external codecs."
"TMS320C6452 DSP","64‑bit Timer (dual 32‑bit mode)","Timers","Offers one 64‑bit general‑purpose timer that can be split into two 32‑bit timers. Supports one‑shot and periodic modes with interrupt on expiry. Prescalers/dividers allow wide timing ranges for system tick or capture/compare‑style tasks. Registers control counting direction, reload values, and status/clear. PSC must enable the timer clock prior to use.","Timer User’s Guide SPRUF90","Explicit","PSC LPSC enable (Timer); CPU INTC; Clock source/divider","NO","Use periodic mode for OS tick or scheduling; clear interrupt flags in both peripheral and CPU; verify divider settings against desired period."
"TMS320C6452 DSP","3‑Port Gigabit Ethernet Switch (CPSW/3PSW)","Networking","Integrates a three‑port switch with Gigabit MACs for flexible packet forwarding. Supports SGMII links and MDIO for external PHY management. Packet paths employ descriptors and statistics counters for monitoring and control. Interrupts, queues, and optional DMA enable high‑throughput Ethernet operation. Requires PSC enablement, clocking, pinmux, and external PHY connectivity.","Ethernet Switch User’s Guide SPRUF97; MDIO/SGMII references within","Explicit","PSC LPSC enable (Ethernet); Pinmux; External PHY via MDIO/SGMII; CPU INTC; EDMA/CPDMA (as applicable)","NO","Initialize MDIO and verify PHY link before enabling traffic; size queues and buffers per throughput targets; consider jumbo frames if supported."
"TMS320C6452 DSP","DDR2/mDDR Memory Controller","Memory/Storage","Provides interface to DDR2 or Mobile DDR devices per JESD79D‑2A standards. Manages initialization, refresh, and timing parameters to ensure data integrity. Supports address/command timing training per device requirements. Exposes configuration/status registers for topology and timing control. Requires correct power‑on sequencing, clocking, and PSC enablement before memory access.","DDR2/mDDR Controller User’s Guide SPRUF85","Explicit","Power/clock sequencing; PSC LPSC enable (DDR2/mDDR); Board‑level routing constraints; Timing parameters","NO","Program timing per memory datasheet and perform full init sequence before enabling traffic; verify signal integrity and termination."
"TMS320C6452 DSP","PCI Master/Slave Interface","System I/O","Implements PCI bus master/slave operation for high‑speed host transfers. Works with EDMA to offload bulk memory movements between PCI and system memory. Configuration registers control base addresses, windows, and interrupts. Interrupts signal transfer complete and error conditions. Requires PSC enablement and proper clocking and pinmux configuration.","PCI User’s Guide SPRUF86","Explicit","PSC LPSC enable (PCI); Pinmux; EDMA channels; CPU INTC","NO","Use EDMA for scatter‑gather PCI transfers; carefully configure address windows and alignments; handle bus errors and retries in ISR."
"TMS320C6452 DSP","UHPI (Host Port Interface)","System I/O","Provides a parallel host interface allowing an external host to access DSP memory space. Supports master/slave style handshaking and interrupt signaling. Useful for bootstrapping, diagnostics, or high‑speed data exchange with a host processor. Register set exposes control/status and data FIFOs or windows. Operation depends on PSC enabling and the correct pinmux mapping.","UHPI User’s Guide SPRUF87","Explicit","PSC LPSC enable (UHPI); Pinmux; CPU INTC; Board‑level host signals","NO","Define a clear ownership protocol for shared memory windows; ensure signal timing constraints are met between host and DSP."
"TMS320C6452 DSP","VLYNQ High‑Speed Serial Link","Interfaces","Offers a point‑to‑point serial interconnect to link the DSP with external devices or hosts. Provides full‑duplex data transfer with packetized framing. Register controls configure link timing and error handling. Integration enables system expansion without wide parallel buses. Availability and exact capabilities depend on device configuration and pinmux.","Provided extract; Device Data Manual SPRS371 (system/peripheral overview)","Explicit","PSC LPSC enable (VLYNQ); Pinmux; CPU INTC; Clocking (UNKNOWN)","NO","Validate lane integrity and reference clocking; implement retry/error handling; consider EDMA if the link supports mapped DMA events."
"TMS320C6452 DSP","EDMA System DMA Engine","DMA/Buffering","Provides a programmable DMA engine to move data between peripherals and memory with minimal CPU intervention. Supports linked parameters and scatter‑gather lists for continuous transfers. Many peripherals can trigger EDMA events to initiate transfers autonomously. Interrupts signal transfer completion and error conditions for robust control. Must be configured before enabling dependent peripheral traffic.","Provided extract (EDMA mention); Device‑level overview SPRS371","Explicit","Clock/PSC for EDMA; Event mapping from peripherals; CPU INTC","NO","Use linked/chained transfers for sustained streams; verify event mappings and priority configurations; handle missed events and errors."
"TMS320C6452 DSP","Power and Sleep Controller (PSC) with LPSCs","Power/Clock","Gates clocks and controls reset for each peripheral through Local PSC (LPSC) instances. Peripherals are disabled by default and must be enabled before access. Transitions occur through defined enable/disable sequences to ensure safe clocking. Software must program PSC registers to activate modules required by the application. Incorrect sequencing can leave peripherals nonfunctional or clock‑stalled.","Provided extract (PSC with LPSCs); Device Data Manual SPRS371","Explicit","PSC global clocking; LPSC entries per module; Dependency on root clocks","NO","Always enable the LPSC for a module before touching its registers; verify state change completion before proceeding to configuration."
"TMS320C6452 DSP","Interrupt Multiplexing and GPIO Interrupts","Interrupts","Aggregates and routes interrupt sources, including per‑pin GPIO edge events, to the DSP core. Bank and pin‑level status allow fine‑grained identification of sources. Software clears peripheral and CPU flags in the correct order to avoid missed interrupts. Supports EDMA event generation from GPIO for event‑driven data movement. Proper mapping and enablement are required during initialization.","GPIO UG SPRUF95, Section 2.10.5 (Interrupt Multiplexing); Registers INSTAT/INTSTAT01","Explicit","CPU INTC; Peripheral interrupt enables; EDMA event mapping (optional)","NO","Service and clear peripheral status before CPU flags; avoid level/edge misconfiguration; document ISR latency requirements."
"TMS320C6452 DSP","Pin Multiplexing (Pinmux)","Configuration","Controls assignment of package pins to alternate peripheral functions. Many pins are shared across peripherals and must be configured to the desired role at boot. Incorrect pinmux can disconnect a peripheral from the external pins. Software programs pinmux registers early in initialization before enabling modules. Exact options and registers are package‑dependent per the data manual.","Device Data Manual SPRS371 (pin multiplexing tables)","Explicit","Board‑level pinout; Pinmux registers; PSC enable follows pinmux","YES","Establish a single source of truth for pinmux; configure before peripheral init to prevent bus contention; lock or validate pinmux at runtime if possible."
