"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"KeyStone PCIe Module","Dual-mode operation (Root Complex and End Point)","Interfaces","The controller supports both Root Complex and End Point modes enabling versatile topologies in a single design. Mode selection is performed via bootstrap pins and can be overridden in software for flexibility. Software must program device-level mode fields before enabling link training to avoid undefined behavior. In either mode, the local configuration space layout follows the PCIe specification (Type1 for RC and Type0 for EP). This duality allows reuse of the same IP across host and device roles with consistent register programming.","Functional description; Architecture: Mode selection via PCIESSMODE; Local configuration register summaries (Sections 2, 13)","Explicit","Power/clock domain enabled; DEVSTAT.PCIESSMODE set appropriately; LTSSM disabled before reconfiguration","YES","Select mode early in boot and keep LTSSM disabled until configuration is complete to prevent spurious training attempts."
"KeyStone PCIe Module","Link width x1/x2 and Gen1/Gen2 speeds","Performance","The link supports up to two lanes with automatic lane reversal and polarity inversion to improve board routing tolerance. Gen1 (2.5 GT/s) and Gen2 (5.0 GT/s) data rates are available, with control and status exposed through capability and Gen2-specific registers. Width conversion and credit management are handled by hardware to sustain throughput without excessive software intervention. Link capabilities and negotiated parameters can be read to validate configuration at runtime. These options enable performance scaling based on platform constraints and peer capabilities.","Functional description (link and other features); PCIe Capabilities/Link registers (Section 14); PL_GEN2 control (Section 15)","Explicit","Stable refclock; SerDes PLL locked; LINK_CTRL/2 configured as needed; LTSSM in L0","YES","Verify negotiated width/speed post-training and gate higher-layer initialization until L0 is confirmed in DEBUG0[LTSSM_STATE]."
"KeyStone PCIe Module","Inbound and Outbound Address Translation","Configuration","Dedicated translation engines map between internal bus addresses and PCIe address spaces for both inbound and outbound traffic. Multiple outbound regions and up to four inbound regions allow flexible windows to host memory or device BARs. Proper alignment and boundary constraints must be observed to ensure correct TLP formation and decoding. Software must program base, limit, and offset registers prior to enabling transactions. This mechanism isolates SoC address topology from PCIe-visible addressing.","Functional description (Translation); Address translation registers (Section 11: OB_OFFSETn, IB_BARx/START/OFFSET)","Explicit","Link up for remote accesses; Program OB and IB register sets; Ensure region alignment and size per Section 2.7","YES","Stage translation programming with LTSSM disabled, then verify with test reads/writes before exposing to higher layers."
"KeyStone PCIe Module","VBUSM Master/Slave Bridges","Architecture","The module exposes 128-bit master and slave VBUSM interfaces to the SoC interconnect to carry PCIe payloads and configuration. The master port services inbound requests from PCIe into system memory or peripherals. The slave port services PCIe application MMR access and outbound data fetches initiated by the SoC. Transaction ordering and priority can be tuned using the PRIORITY register fields. This design decouples PCIe link behavior from internal bus timing characteristics.","Functional description (VBUSM interfaces); PRIORITY register (0x3C, Section 7)","Explicit","System interconnect accessible; PRIORITY configured per QoS; Non-cacheable mappings for PCIe MMRs","YES","Set privilege and priority levels to avoid starvation when mixing control path and bulk traffic over the master port."
"KeyStone PCIe Module","Endianness Configuration","Configuration","The controller provides explicit endianness control to match the SoC’s byte order and bus expectations. The ENDIAN register governs how application registers and potentially TLP payload byte-swapping are handled. Correct configuration is critical when operating big-endian systems to prevent misinterpreted headers or data. All PCIe windows must be accessed with 32-bit single transactions respecting endianness constraints. Consistent endianness avoids subtle data corruption across the PCIe boundary.","ENDIAN register @ 0x38 (Section 7); Operational cautions (Endianness, Section 16)","Explicit","Program ENDIAN before enabling traffic; Ensure software drivers and DMA endpoints agree on byte order","YES","Audit all memory mappings and descriptors for byte order assumptions, especially when mixing host/endian models across RC/EP."
"KeyStone PCIe Module","TLP Attributes: No Snoop and Relaxed Ordering","Performance","Transmitted TLP attributes can be globally controlled to allow relaxed ordering and disable cache snooping when appropriate. These attributes are set in TLPCFG and apply to all outbound TLPs, enabling performance tuning for workloads tolerant to reordering. Misuse can violate coherency or latency expectations, so enabling requires system-wide consideration. When disabled, the controller adheres to strict ordering and snoop semantics per PCIe defaults. This capability provides a coarse mechanism to trade determinism for throughput.","TLPCFG register @ 0x10 (Section 7)","Explicit","Platform coherency model reviewed; TLPCFG[RELAXED]/[NO_SNOOP] set as required; Peer acceptance of attributes","YES","Gate enablement behind feature flags and validate with targeted stress tests to ensure no ordering assumptions are broken."
"KeyStone PCIe Module","MSI Interrupts (32 Vectors)","Interrupts","The controller implements 32 MSI vectors organized into eight register blocks with per-vector enable and status. Each block exposes RAW and enabled status along with write-one-to-set and write-one-to-clear masks. The RC can also receive MSIs by having a remote EP write to the MSI_IRQ doorbell in the application register window. Vector identification follows a documented grouping and bit mapping to translate a vector number into block and bit indices. This design supports scalable interrupt-driven completion signaling without legacy pin dependencies.","MSI0..MSI7 blocks @ 0x100–0x17C (Section 8); MSI_IRQ @ 0x54 (Section 7)","Explicit","MSI capability negotiated; Enable per-vector via MSI[g]_IRQ_ENABLE_SET; Link in L0; System interrupt router mapped","YES","Abstract vector math in a helper to map N → {group,bit} and centralize mask/unmask and EOI sequencing."
"KeyStone PCIe Module","Legacy INTx Support","Interrupts","Legacy INTA/B/C/D signaling is supported for compatibility with endpoints that lack MSI capability. Status and enable controls are provided in the legacy interrupt block adjacent to the MSI registers. Legacy interrupts require explicit assertion/deassertion semantics and may increase interrupt latency compared to MSI. Systems should prefer MSI where feasible to reduce sharing and improve scalability. Nonetheless, legacy support ensures interoperability in mixed deployments.","Legacy IRQ status block @ ~0x180 (Section 9); INT_PIN field (Type0 @ 0x103C, Section 13)","Explicit","INTx routing configured in SoC interrupt controller; Link active; Legacy enables set","YES","Use legacy only as fallback; when enabled, ensure balanced assertion/clear and proper EOI to avoid interrupt storms."
"KeyStone PCIe Module","Centralized End-of-Interrupt (EOI)","Interrupts","A unified EOI mechanism is provided to signal completion of interrupt service to the controller. Software writes the handled event number to IRQ_EOI, which deasserts the corresponding source. This centralization simplifies interrupt tail handling across MSI and legacy sources. Using EOI consistently prevents unintentional re-entry due to stale pending bits. The approach standardizes ISR epilogs regardless of source type.","IRQ_EOI @ 0x50 (Section 7)","Explicit","Correct vector number written to EOI; Source status cleared where required; ISR ordering observed","YES","Encapsulate EOI write in a common ISR footer and pair with status clear for sources that are level-sensitive."
"KeyStone PCIe Module","EP Local Interrupt Generation","Interrupts","In End Point mode, software can generate an interrupt toward the Root Complex using dedicated set/clear registers. A write-one-to-set asserts the interrupt, and a write-one-to-clear deasserts it for legacy paths, while MSI takes precedence if enabled. This mechanism is useful for notifying the host of local events without external GPIOs. Proper sequencing is necessary to avoid stuck assertions on legacy flows. The feature streamlines signaling from firmware to host drivers.","EP_IRQ_SET @ 0x64 and EP_IRQ_CLR @ 0x68 (Section 7)","Explicit","Endpoint configured; MSI capability enabled if preferred; Host interrupt routing operational","YES","Prefer MSI generation and reserve legacy assertion for environments where MSI negotiation fails."
"KeyStone PCIe Module","Power Management and ASPM","Power","The controller supports ASPM L0s and L1 link states to reduce power during idle periods. Software controls power management messaging via PMCMD and configuration via PMCFG, complementing hardware-managed transitions. Certain deep power states like L2 and D3-cold with auxiliary power retention are not supported. Proper enablement requires validating peer device policies to avoid link instability. Power-saving must be balanced against wake latency for time-critical traffic.","Functional description (Power management); PMCMD @ 0x20; PMCFG @ 0x24; PM/Reset IRQ block @ 0x1D0–0x1DC (Sections 4, 10)","Explicit","Stable refclock; Peer supports ASPM; PM enables configured; System latency budgets honored","YES","Phase ASPM enablement after link proves stable under load; monitor PMRST status bits for anomalies."
"KeyStone PCIe Module","SerDes PLL Configuration and Lock","Clock/Reset","Before link training, the SerDes PLL must be configured and confirmed locked to the reference clock. Device-level PLL configuration registers define operational parameters, and status bits indicate lock. Proceeding without lock leads to failed training or unstable links. The sequence integrates into both RC and EP bring-up flows. Ensuring lock is foundational to reliable PCIe operation.","Device-level PCIE_SERDES_CFGPLL and PCIE_SERDES_STS[LOCK] (Sections 4, 12)","Explicit","Refclock present; Power/clock domains enabled; Correct PLL parameters; Poll lock bit to 1","YES","Abstract PLL init and lock polling with timeouts and error paths prior to enabling LTSSM."
"KeyStone PCIe Module","LTSSM Control and Link Training","Configuration","Link training is controlled via an enable bit in the application command/status register. Software should configure application and configuration registers first, then enable the LTSSM to start training. Link state can be read from DEBUG registers, where L0 indicates a fully operational link. Disabling LTSSM during reconfiguration avoids transient protocol errors. This controlled sequencing reduces bring-up volatility and aids reproducibility.","CMD_STATUS[LTSSM_EN] @ 0x04; DEBUG0[LTSSM_STATE] (L0=0x11) (Sections 6.1, 15)","Explicit","SerDes locked; Application/config windows programmed; LTSSM_EN toggled; Poll for L0","YES","Implement a state machine: config → enable → poll → timeout/fallback to reconfigure if L0 not reached."
"KeyStone PCIe Module","Advanced Error Reporting (AER) and Logging","Error handling","The controller exposes PCIe AER registers for uncorrectable and correctable error detection and masking. Header log registers capture the TLP header of offending transactions to aid forensic analysis. Root-complex specific error command and status registers aggregate downstream error conditions. Proper configuration allows fine-grained error interruption and recovery policies. This framework enhances robustness in noisy or marginal link environments.","Extended capabilities: PCIE_UNCERR/UNCERR_MASK/UNCERR_SVRTY, PCIE_CERR/CERR_MASK, HDR_LOG0..3, ROOT_ERR_CMD/STATUS (Section 14)","Explicit","AER masks configured; System ISR paths wired; Link operational","YES","On error, snapshot header logs early and rate-limit interrupts to avoid livelock during fault storms."
"KeyStone PCIe Module","RC Configuration and I/O Windows","Configuration","As Root Complex, software can access remote configuration spaces and an outbound I/O aperture. The CFG_SETUP register programs the bus/device/function and type to target, while IOBASE defines the I/O TLP base. Accesses must only be attempted when the link is up and the device is present. All such windows require non-cacheable mappings and strict 32-bit single-access semantics. This provides standards-compliant enumeration and legacy I/O access where needed.","CFG_SETUP @ 0x08; IOBASE @ 0x0C; Access rules (Section 3, 16)","Explicit","LTSSM in L0; Correct BDF programmed; Non-cacheable mappings; No accesses on device absence","YES","Guard all config/I-O cycles behind link/device presence checks and backoff on CRS completions."
"KeyStone PCIe Module","PCIe Capabilities and Controls","Configuration","Standard capability structures expose device and link capabilities, status, and control knobs. Software reads device capabilities to size payloads and programs link control for speed and width governance. Gen2-specific controls allow fine-tuning electrical and protocol parameters. Root-complex specific capability registers manage slot and root-event behaviors when applicable. Correct use ensures compliance and optimal negotiated parameters.","PCIE_CAP/DEVICE_CAP/DEV_STAT_CTRL/LINK_CAP/LINK_STAT_CTRL; RC-only SLOT/ROOT registers; LINK_CTRL2 (Section 14)","Explicit","Capabilities accessible; Link negotiated; Writes sequenced per spec","YES","Cache capability offsets discovered via CAP_PTR and validate after training to confirm hardware acceptance."
"KeyStone PCIe Module","Priority and Privilege Configuration","Performance","The PRIORITY register allows setting master privilege level and priority to arbitrate among competing traffic. Adjusting these fields influences latency for control versus bulk transfers. Misconfiguration can starve low-priority flows or violate security domains. Use conservative defaults and adjust following measurement. Proper tuning can smooth performance under congestion without code changes elsewhere.","PRIORITY @ 0x3C (Section 7)","Explicit","Defined QoS policy; System interconnect honors priority tags","YES","Record performance counters before/after changes and cap maximum priority to avoid systemic unfairness."
"KeyStone PCIe Module","Debug and Gen2 Tuning","Debug","Dedicated DEBUG registers report LTSSM state and other live link diagnostics useful during bring-up and fault isolation. Additional PL_GEN2 controls enable tuning Gen2-specific behaviors such as transmitter settings. PHY loopback is available (RC mode) to support low-level validation independent of a partner. These tools reduce time-to-root-cause for interoperability issues. Systematically using them improves observability across lifecycle.","DEBUG0/1 (Section 15); PL_GEN2 (Section 15); PHY loopback (Functional description)","Explicit","Clocks active; Link powered; Access via application window","YES","Expose debug state through a lightweight diag path and sample periodically during stress tests for trend analysis."}
