"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"KeyStone PCIe Module","Dual-mode operation: Root Complex (RC) and End Point (EP)","Interface","The controller supports both RC and EP roles with a dual-mode core. Mode can be set via bootstrap pins PCIESSMODE[1:0] and overridden in software. As EP it supports legacy or native endpoints; as RC it manages downstream devices. Software sequences for each role are defined. Proper mode selection is prerequisite for link bring-up.","Section 1.4.1; Section 2.11.1/2.11.2; CMD_STATUS[LTSSM_EN]","Explicit","PCIESSMODE[1:0], DEVSTAT, CMD_STATUS","YES","Choose RC for host applications and EP for device functions; follow the respective initialization sequence."
"KeyStone PCIe Module","Link width and speed: x1/x2 at 2.5/5.0 GT/s","Link","The link supports one bidirectional interface up to two lanes wide (×2). Gen1 (2.5 GT/s) and Gen2 (5.0 GT/s) line rates are available. Speed change to Gen2 is controlled via PL_GEN2[DIR_SPD]. Dynamic-width conversion and automatic lane reversal are supported for robustness. Throughput scales with configured lanes and speed.","Section 1.3; Section 2.1.2; PL_GEN2[DIR_SPD], LINK_CAP[MAX_LINK_SPEED/MAX_LINK_WIDTH]","Explicit","PL_GEN2, LINK_CAP, LNK_MODE","YES","Enable Gen2 after stable Gen1 link; verify common clock and de-emphasis settings for signal integrity."
"KeyStone PCIe Module","Address Space 0 mapping","Memory Map","Address Space 0 is a 16 KB window subdivided into four 4 KB regions: application registers, local configuration, remote configuration, and remote I/O (RC only). These regions are non-burst and must be accessed as 32-bit transactions. This mapping allows both local control and remote device enumeration. Incorrect access may cause timeouts if the link is down.","Section 2.8.1; Table 2-7","Explicit","Base region decode, IOBASE for remote IO","YES","Mark these ranges as non-cacheable and avoid bursts; gate remote windows until link is trained."
"KeyStone PCIe Module","Address Space 1 mapping for data transfers","Memory Map","Address Space 1 is used for bulk data movement to remote devices. In RC mode the BAR assignments of endpoints define portions of this space. Transactions to Address Space 1 are translated into PCIe memory TLPs. Software must coordinate regions to avoid overlap across devices.","Section 2.8.2","Explicit","Outbound translation configuration","YES","Maintain a software map from internal addresses to device BAR ranges for deterministic routing."
"KeyStone PCIe Module","Outbound address translation (32 regions)","Address Translation","Outbound address translation provides 32 equally sized regions (1/2/4/8 MB) to map internal addresses to PCIe addresses. Configuration uses OB_SIZE and per-region OB_OFFSET_INDEXn/OB_OFFSETn_HI. Large transfers must not cross region boundaries; behavior is unspecified if they do. 64-bit addressing is supported via OB_OFFSETn_HI.","Section 2.7.1; OB_SIZE; OB_OFFSET_INDEXn; OB_OFFSETn_HI","Explicit","CMD_STATUS[OB_XLT_EN], OB_* registers","YES","Choose region size based on expected buffer alignment; split large transfers at region edges."
"KeyStone PCIe Module","Inbound address translation (4 regions)","Address Translation","Inbound translation remaps accepted incoming addresses to internal memory using four regions aligned with BAR targeting. Regions associate to BARs via IB_BARn and set start/offset with IB_STARTn_{LO,HI} and IB_OFFSETn. BAR0 always maps to application registers and cannot be remapped. Special handling allows BAR1 value to serve as start address when programmed to zero.","Section 2.7.2; IB_BARn; IB_STARTn_LO/HI; IB_OFFSETn; BAR0 exception; BAR1 start option","Explicit","CMD_STATUS[IB_XLT_EN], BAR programming","YES","Ensure BAR-to-region associations are correct; never attempt to remap BAR0 which is reserved for registers."
"KeyStone PCIe Module","BAR Mask overlay and DBI_CS2 enable","Configuration","BAR Mask registers overlay BARs to predefine size/type before enumeration. Software must set CMD_STATUS[DBI_CS2] to write mask fields, then clear it and verify via readback. BAR masks are write-only and reads return BAR contents. Misuse from the serial side is unsafe.","Section 2.7.3.1; CMD_STATUS[DBI_CS2]; BARx_MASK","Explicit","CMD_STATUS[DBI_CS2], BARx/BARx_MASK","YES","Program masks early in EP boot; validate by writing test patterns and observing masked bits."
"KeyStone PCIe Module","Endian mode and byte swapping","Configuration","The subsystem supports big- and little-endian operation with configurable byte swapping for inbound and outbound paths. ENDIAN[1:0] selects swap granularity (1/2/4/8-byte) when system is big endian. Tables define swap behavior for both directions to maintain data coherency.","Section 2.10.2; ENDIAN register; Tables 2-8/2-9","Explicit","ENDIAN register, system endianness strap","YES","Align swap mode with DMA width and buffer layout to avoid per-packet byte shuffling in software."
"KeyStone PCIe Module","DMA support via VBUSM master/slave","DMA/Buffering","The module provides a 128-bit VBUSM slave port for outbound requests and a 128-bit master port for inbound completions or EP-initiated accesses. There is no internal DMA engine; an external EDMA or CPU drives bursts. The design assumes the DMA can sustain ~85% of theoretical link throughput. EDMA examples illustrate configuration for 128-byte payloads.","Section 2.9; Sections 2.9.1–2.9.3; EDMA examples","Explicit","External EDMA, VBUSM interconnect bandwidth","YES","Tune payload and burst sizes to 128 bytes; ensure interconnect and DDR can meet bidirectional bandwidth per lane."
"KeyStone PCIe Module","Maximum payload and request sizes","Performance","Default maximum outbound payload is 128 bytes, inbound is 256 bytes, and remote read request size is up to 256 bytes. These impact throughput and TLP segmentation. Device Capabilities and Control registers allow software to negotiate sizes. Mismatched sizes can increase overhead.","Section 1.3; DEVICE_CAP[MAX_PAYLD_SZ]; DEV_STAT_CTRL[MAX_PAYLD/MAX_REQ_SZ]","Explicit","PCIe capability negotiation","YES","Set sizes during enumeration consistent with system DMA and buffer alignment to maximize efficiency."
