"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"KeyStone PCIe Module","Root Complex (RC) mode","Interfaces","Supports operation as a PCIe Root Complex to enumerate and manage downstream endpoints. RC mode handles bus numbering, configuration transactions, and resource allocation across the fabric. It initiates configuration reads and writes into endpoint configuration spaces during enumeration. Software must follow the documented RC initialization sequence to bring up the link and enable BAR decoding. Proper error and interrupt configuration is required during RC setup to ensure robust operation.","Section 2.11 Operations – Initialization Sequence for RC mode (2-27); Section 2.1.3 Supported PCI Express Transactions (2-3)","Explicit","Clock control, SerDes PLL lock, Address translation, BAR configuration","YES","Follow RC initialization order before enabling link training; configure AER and MSI before device enumeration to avoid missed events." 
"KeyStone PCIe Module","Endpoint (EP) mode","Interfaces","Supports operation as a PCIe Endpoint device responding to a Root Complex. In EP mode the module exposes BARs and responds to configuration and memory transactions initiated by the RC. The endpoint can generate MSI or legacy INTx interrupts towards the RC. The EP initialization sequence differs from RC and must be followed precisely. BAR sizing and BAR Mask registers determine the exposed address windows.","Section 2.11 Operations – Initialization Sequence for EP mode (2-28); Section 3 Configuration Type 0 Registers incl. BAR Mask (3-65)","Explicit","Clock control, SerDes PLL, BAR setup, MSI/INTx configuration","YES","Ensure BAR mask and size are programmed before enabling MEM/IO decode; select MSI or legacy interrupts, not both." 
"KeyStone PCIe Module","MSI interrupt support (32 vectors)","Interrupts","Provides MSI-based interrupt generation and handling with up to 32 vectors. EP writes a vector value to the MSI_IRQ register in RC’s BAR0 to trigger the corresponding MSI. Enable, status, and clear operations are provided via MSIn_IRQ_ENABLE_SET/CLR and MSIn_IRQ_STATUS registers. Status bits are cleared by writing 1, and IRQ_EOI must be written to signal end-of-interrupt. Groups of MSI vectors share PCIESS interrupt event numbers as listed in the interrupt events table.","Section 2.14 Interrupt Support – MSI (2-39 to 2-40); Section 3.1.16 MSI_IRQ (offset 0x54) Fig 3-15/Table 3-16; MSIn_IRQ_* tables (3-20..3-27); IRQ_EOI usage (2-39)","Explicit","RC BAR0 mapping, IRQ_EOI, MSIn_IRQ_* registers","YES","Clear MSIn_IRQ_STATUS with write-1 then write IRQ_EOI; avoid race hazards similar to legacy INTx as noted by the spec." 
"KeyStone PCIe Module","Legacy INTx interrupt support","Interrupts","Supports legacy INTx-style assertion/deassertion from the Endpoint when MSI is disabled. Software can assert an interrupt using EP_IRQ_SET which generates a legacy interrupt message. Only one scheme (MSI or INTx) may be active for an endpoint at a time. RC must be configured to accept legacy interrupts if MSI is not used. Proper masking and EOI flow is required to avoid lost interrupts.","Section 3.1.17 EP_IRQ_SET Fig 3-16/Table 3-17; Section 2.14 Interrupt Support (2-35..2-40)","Explicit","EP_IRQ_SET register, INTx handling in RC","YES","Prefer MSI where available; if using INTx, ensure deassertion and EOI sequences are correctly implemented." 
"KeyStone PCIe Module","Advanced Error Reporting (AER) interrupt","Error handling","Generates an interrupt to the Root Complex when AER-enabled error conditions occur. Software enables error message reporting via the Root Error Command Register to receive AER notifications. The interrupt can be delivered via MSI or internally via INTx. Drivers must parse and handle error severity per PCIe specification requirements. AER handling should be enabled during enumeration if system error logging is required.","Section 2.14.5.3 Advanced Error Reporting Interrupt (2-40); RC_ERR_CMD requirement","Explicit","RC_ERR_CMD (Root Error Command), MSI/INTx enable","YES","Enable AER only after basic link bring-up; ensure logging and recovery policies align with error severity." 
"KeyStone PCIe Module","Link down interrupt","Interrupts","Issues an interrupt when the PCIe PHY link disconnects. On link loss, the subsystem and application state must be reset and reinitialized. Software should renegotiate link training after reset. This event is common to both RC and EP modes. Implement robust state cleanup to prevent stale transactions.","Section 2.14.6.1 Link down Interrupt (2-40)","Explicit","Reset controller, Link training sequence","YES","Treat link down as a fatal condition; reinit SerDes, clear ATU/BARs, and restart enumeration or EP readiness." 
"KeyStone PCIe Module","Transaction error interrupts (timeout/abort)","Error handling","Generates interrupts on PCIe transaction timeouts or aborts. Drivers must distinguish severity and take appropriate action per PCIe standards. These errors can arise from malformed TLPs, missing completions, or access violations. Proper error counters and status registers should be polled/cleared before resuming traffic. System policies may choose to reset affected endpoints or the fabric.","Section 2.14.6.2 Transaction Error Interrupts (2-40)","Explicit","Error status registers, AER (if enabled)","YES","Log detailed context and consider throttling or recovering links based on error frequency." 
"KeyStone PCIe Module","Power management event interrupt","Power","Notifies software of PCIe power management events. These may include entry/exit of power states or PME messages. Handling is required in both RC and EP modes. Proper configuration during initialization ensures timely event delivery. Integrate with system-level power policies for coordinated behavior.","Section 2.14.6.3 Power Management Event Interrupt (2-40)","Explicit","PME/PM status bits, Interrupt enable","YES","Service events promptly to avoid latency penalties when transitioning power states." 
"KeyStone PCIe Module","Clock control and common clock configuration","Power/clock","Module uses a PHY reference clock and an internal VBUSM functional clock. A common reference clock between link partners is recommended and required when SSC is used. If a common clock is not used, software must clear COMMON_CLK_CFG in LINK_STAT_CTRL to indicate independent clocks. Reference clock frequency and jitter must meet PCIe requirements. Training sequences increase when clocks are not shared.","Section 2.2 Clock Control (2-4); COMMON_CLK_CFG in LINK_STAT_CTRL (2-4)","Explicit","REFCLK input, PHY PLL, LINK_STAT_CTRL.COMMON_CLK_CFG","YES","Prefer common clock with SSC to improve link robustness; configure the bit correctly to match platform design." 
"KeyStone PCIe Module","SerDes configuration and PLL bring-up","Architecture","Includes SerDes configuration registers to control PLL, status, and reference multiplication. Software must enable the SerDes PLL and verify lock before link training. Status can be read from PCIE_SERDES_STS. Reference clock multiplication options are provided per device data manual. Proper sequence reduces link bring-up failures.","Section 2.3 SerDes Configuration (2-5); 2.3.1.1 PCIE_SERDES_CFGPLL; 2.3.1.2 PCIE_SERDES_STS; 2.3.2 Enabling the PLL (2-7)","Explicit","PCIE_SERDES_CFGPLL, PCIE_SERDES_STS, REFCLK","YES","Wait for PLL lock with suitable timeout and retry strategy; keep SerDes settings consistent with board layout and refclk." 
"KeyStone PCIe Module","Address Translation Unit (ATU) inbound/outbound windows","Configuration","Provides address translation for PCIe to system bus and vice versa. Software programs window base, size, and target to route transactions appropriately. Required for mapping system memory into PCIe space and exposing EP BAR regions. Correct ATU setup is critical prior to DMA or memory transactions. Misconfiguration can cause aborts or timeouts.","Section 2.7 Address Translation (2-9); Section 2.8 PCIe Address Spaces (2-19)","Explicit","ATU control registers, BAR configuration","YES","Define non-overlapping windows and align sizes to hardware granularity; program before enabling traffic." 
"KeyStone PCIe Module","PCIe address spaces and configuration space mapping","Architecture","Supports PCIe configuration, memory, and I/O address spaces with standard access semantics. The module implements a 1 KB configuration space whose register offsets are invariant across access modes. Correct mapping is necessary for enumeration and capability discovery. Software must use the appropriate Type 0 or Type 1 configuration mechanisms per role. Address decoding is interlocked with BAR and ATU setup.","Section 2.8 PCIe Address Spaces (2-19); Note on 1 KB configuration space (2-19)","Explicit","Type0/Type1 config access, BARs, ATU","YES","Use correct type based on RC/EP role; ensure config space is accessible before enabling memory decode." 
"KeyStone PCIe Module","DMA support and EDMA usage examples","DMA/buffering","PCIe module interoperates with EDMA to move data between PCIe and system memory. Examples in the guide show configuration of EDMA parameters including pcieAddr and buffer offsets. Proper cache management and coherency are required around DMA buffers. ATU windows must be configured to map the target addresses. Interrupts should signal DMA completion or error conditions.","Section 2.9 DMA Support (2-22); EDMA examples with pcieAddr and buffer offset adjustments (2-23)","Explicit","EDMA controller, ATU setup, MSI/INTx","YES","Follow provided EDMA examples for address computation; flush/invalidate caches as appropriate on your platform." 
"KeyStone PCIe Module","Supported PCIe transactions","Performance","Implements standard PCIe transaction types per the specification. This includes configuration transactions and memory read/write operations with completion handling. Posted and non-posted behaviors follow PCIe rules. Software must consider ordering and completion timeouts. Proper flow control and credits are managed by the link layer.","Section 2.1.3 Supported PCI Express Transactions (2-3)","Explicit","Link training complete, Flow control credits","YES","Tune timeouts and ordering based on peer device capabilities to optimize throughput and reliability." 
"KeyStone PCIe Module","PCIe loopback mode for test","Debug","Provides internal loopback capability for validation and diagnostics. Loopback aids in verifying SerDes integrity without external devices. It is typically used during manufacturing test or bring-up. Software must enable loopback through documented controls and observe link status. Disable loopback before normal operation.","Section 2.12 PCIe Loopback (2-31)","Explicit","SerDes configuration, Loopback control","NO","Use loopback to isolate SI/link issues; ensure test mode is not left enabled in production firmware." 
"KeyStone PCIe Module","Reset considerations and sequencing","Configuration","Defines reset domains and required sequencing for reliable operation. Guidance covers subsystem resets and interactions with link partners. On certain errors or link down events, full subsystem reset is recommended. Software should reinitialize registers and re-train the link post reset. Improper sequencing can leave the module in an indeterminate state.","Section 2.13 Reset Considerations (2-34)","Explicit","Power/clock stable, SerDes PLL, RC/EP init sequence","YES","Implement a centralized reset handler that coordinates PCIe, EDMA, and application state reinitialization." 
"KeyStone PCIe Module","Power management states and control","Power","Implements PCIe power management features and event handling. The software configures capabilities and responds to PME or state change notifications. Correct operation requires enabling related interrupts during init. Interactions may affect link training latency and throughput. System policies should balance power savings and performance.","Section 2.15 Power Management (2-41)","Explicit","PM configuration registers, Interrupts","YES","Coordinate with system-wide power framework; test transitions under load to validate latency impact." 
"KeyStone PCIe Module","General error handling and reporting","Error handling","Provides mechanisms to detect, report, and recover from PCIe errors. Includes status bits, optional AER, and guidance on severity-based handling. Drivers should log context and clear latched statuses before resuming. Timeouts and aborts require policy-driven recovery. Robust error handling improves system availability.","Section 2.16 Error Handling (2-45)","Explicit","Error status registers, AER (optional)","YES","Integrate error paths with health monitoring; consider backoff or port resets after repeated faults." 
"KeyStone PCIe Module","Emulation and debug considerations","Debug","Outlines considerations for emulation environments and debugging flows. May include JTAG/emulation interactions specific to the PCIe subsystem. Certain timing or ordering differences can occur under emulation. Software should adjust timeouts and enable verbose logging during debug. Avoid concluding performance metrics from emulation results.","Section 2.17 Emulation Considerations (2-51)","Explicit","Emulator/JTAG, Debug logging","NO","Use relaxed timers and add extensive sanity checks when running under emulation." 
"KeyStone PCIe Module","BAR configuration and BAR Mask registers","Configuration","Implements standard Base Address Registers with associated mask registers for sizing and decoding. BAR masks determine implemented aperture sizes and are documented for both Type 0 and Type 1 configurations. Correct programming exposes the desired memory windows to peers. Software should program BARs before enabling MEM/IO decode. Examples and descriptions clarify BAR mask usage.","Added BAR Mask Registers notes (2-16); Type 0 BAR Mask (3-65); Type 1 BAR Mask (3-79)","Explicit","Configuration space access (Type0/Type1), ATU setup","YES","Use mask probing during enumeration in EP mode; align BAR windows to required buffer regions." 
"KeyStone PCIe Module","Interrupt controller EOI and status handling","Interrupts","Interrupt servicing requires clearing status bits and issuing an end-of-interrupt write. MSI status is cleared by writing 1 to MSIn_IRQ_STATUS, followed by writing the interrupt event number to IRQ_EOI. Failure to follow this order can block subsequent interrupts. Grouped MSI vectors map to shared event numbers. Drivers must maintain per-vector bookkeeping.","MSIn_IRQ_STATUS write-1-to-clear correction (3-17); IRQ_EOI flow (2-39); Tables for MSIn_IRQ_* (3-20..3-27)","Explicit","MSIn_IRQ_STATUS, IRQ_EOI, Event mapping table","YES","Implement ordered clear-and-EOI sequence; document mapping between vectors and CPU events for maintainability." 
