"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"KeyStone PCIe Module","Dual-mode operation: Root Complex (RC) and Endpoint (EP)","Interfaces","The PCIe core supports both Root Complex and Endpoint operation selectable via bootstrap pins and software. At power-up PCIESSMODE[1:0] determines the default mode, and software can override using the DEVSTAT register. As an Endpoint, both legacy and native endpoint behaviors are supported. This flexibility allows the same silicon to interoperate in various topologies. Mode selection impacts available features such as legacy INTx reception.","SPRUGS6D Section 1.4.1; Chapter 1 Introduction, Functional Block Diagram notes (PCIESSMODE pins, DEVSTAT)","Explicit","Bootstrap pins PCIESSMODE[1:0]; DEVSTAT register; Proper reset sequence","YES","Choose mode early during initialization; verify enumeration expectations per selected role." 
"KeyStone PCIe Module","Endpoint modes: Legacy and Native EP","Interfaces","The Endpoint function can operate as a legacy endpoint or a native PCIe endpoint. Legacy mode aligns with conventional PCI behaviors for compatibility. Native mode leverages PCIe capabilities fully. Selection follows bootstrap configuration and can be altered by software. Mode selection affects interrupt signaling and configuration handling.","SPRUGS6D Section 1.4.1 (Legacy EP and Native EP)","Explicit","PCIESSMODE[1:0]; DEVSTAT register","YES","Prefer native EP unless system requires legacy semantics; verify host BIOS/RC expectations." 
"KeyStone PCIe Module","PCIe SerDes PHY with PLL and CDR","Architecture","The integrated SerDes PHY provides the analog layer including PLL, transceivers, CDR, and serializers/deserializers. It handles reference clock conditioning and supports test logic and scrambler. PLL lock detection is provided via status registers for reliable bring-up. Proper configuration of bandwidth and VCO range is required for clocking quality. PHY generates functional clocks for controller domains from the input differential reference.","SPRUGS6D Section 1.4.2; Section 2 SerDes Configuration (bits ENDIVCLK, VRANGE, SLEEPPLL); PCIE_SERDES_STS LOCK","Explicit","Stable reference clock; SERDES configuration registers; Power rails/termination","YES","Validate reference clock quality and configure PLL bandwidth per system clocking architecture." 
"KeyStone PCIe Module","Lane configuration: x1 or x2 single-link","Performance","The subsystem exposes a single PCIe link that can be configured for one or two lanes. It cannot be split to connect two independent x1 devices and does not support switch functionality. Lane enablement is controlled in port logic with encoded values. Design ensures a single target connection for simplicity and signal integrity. Link width directly impacts throughput and equalization settings.","SPRUGS6D Section 1.5 Supported Use Case; PL_GEN2.LN_EN (Table 3-197)","Explicit","PL_GEN2 register; Board routing for x1/x2; Partner lane width negotiation","YES","Ensure board routing and partner support match configured width; monitor negotiated width in DEBUG registers." 
"KeyStone PCIe Module","PCIe Gen2 support with directed speed change and TX controls","Performance","The controller complies with PCIe Base Specification 2.0 and supports Gen1 and Gen2 operation. Software can initiate a directed speed change after Gen1 link-up to transition to Gen2. TX parameters such as de-emphasis and swing are programmable. Fast training sequence count is configurable to aid link stability. These controls enable tuning for compliance and channel characteristics.","SPRUGS6D Section 1.6; PL_GEN2 (Table 3-197: DIR_SPD, DEEMPH, CFG_TX_SWING, NUM_FTS)","Explicit","PL_GEN2 register; Stable link at Gen1 before speed change; Proper channel margin","YES","Perform compliance testing per platform; only direct speed change when signal integrity margins are met." 
"KeyStone PCIe Module","VBUSM 128-bit master/slave interfaces to CPU fabric","Interfaces","A 128-bit VBUSM master port services inbound transfers into the SoC, while a 128-bit VBUSM slave port supports MMR access and outbound data. This separation enables efficient DMA-style movements and register access paths. The fabric bridges clock and domain boundaries as required. Bandwidth aligns with PCIe negotiated speed and link width. Software orchestrates transfers using SoC DMA engines.","SPRUGS6D Section 1.4.3 VBUSM (Configuration and DMA Access Interface)","Explicit","SoC interconnect availability; DMA engine (e.g., EDMA); Clock domain crossings","YES","Use EDMA for high-throughput transfers; ensure coherency and ordering settings match system needs." 
"KeyStone PCIe Module","Inbound address translation with 4 programmable regions","Configuration","Four inbound regions map PCIe TLP addresses to internal bus addresses. Each region matches a target BAR and translates using start address high/low and an offset register. Regions can split non-contiguous BAR spaces into multiple internal areas. This enables flexible mapping of host accesses into SoC memory/peripherals. Programming order must consider multiple matching BARs and highest-start-address rule.","SPRUGS6D Section 2.7.2.1 and 2.7.2 (IB_BARn, IB_STARTn_HI/LO, IB_OFFSETn); Example/Table 2-6","Explicit","IB_BARn/IB_STARTn/IB_OFFSETn registers; BAR configuration; Enumeration complete","YES","Avoid overlaps; program regions in ascending start addresses; validate translations with test reads/writes." 
"KeyStone PCIe Module","BAR0 dedicated to application registers (Address Space 0)","Configuration","Inbound transactions targeting BAR0 are always routed to the PCIe application registers. This fixed mapping applies in both RC and EP modes and cannot be disabled. It allows remote control and MSI functionality even without local EP software. Software must not attempt to remap BAR0 via inbound translator. Access control to registers should be handled at system level.","SPRUGS6D Section 2.7.2.2 BAR0 Exception for In-Bound Address Translation","Explicit","BAR0 configuration; Inbound translator settings","YES","Reserve BAR0 size appropriately; restrict external write access to critical control registers via system policy." 
"KeyStone PCIe Module","BAR1 start-address mirroring for inbound translation","Configuration","Inbound region for BAR1 can use the BAR1 value as the translation start when the region start is programmed to zero. This simplifies dynamic mapping by anchoring translation to enumerated BAR1. Only one inbound window is available in this mode and it must be relative to BAR1. Other BARs and regions cannot be used concurrently for inbound translation if this feature is enabled. It is useful for simple memory windows controlled by the host.","SPRUGS6D Section 2.7.2.3 Using BAR1 Value As Start Address","Explicit","BAR1 programmed; One inbound region reserved; Proper size/mask settings","YES","Use when a single host-controlled window suffices; document limitation that other inbound regions are unavailable." 
"KeyStone PCIe Module","MSI interrupt generation and reception (32 vectors grouped)","Interrupts","The subsystem supports 32 MSI vectors with internal grouping where every four vectors share an interrupt event to the CPU. MSI can be used in both RC and EP modes with enable, clear, and status registers. Reception sets status bits which must be cleared and acknowledged via IRQ_EOI. MSI write-trigger semantics and race conditions require careful driver sequencing. Either MSI or legacy interrupts should be used, not both simultaneously for an EP.","SPRUGS6D Section 2.14.4/2.14.6; Table 2-10; MSIn_IRQ_EN_SET/CLR/STATUS; IRQ_EOI; Example MSI6 at offsets 0x160/0x164 (Tables 3-48, 3-49)","Explicit","MSIn_* registers; IRQ controller; Proper BAR0 access for MSI in EP","YES","Clear status then EOI to avoid lost events; document vector-to-event-number mapping from Table 2-10." 
"KeyStone PCIe Module","Legacy INTx support (RC mode only)","Interrupts","Legacy INTA/INTB/INTC/INTD messages are supported for Root Complex operation. The PCIe specification does not permit EPs to receive legacy interrupts, and the subsystem aligns with that. Events are mapped to interrupt numbers in the PCIESS for the CPU. Use MSI in preference where possible for scalability. Driver must mask/unmask and acknowledge per event mapping.","SPRUGS6D Section 2.14 and Table 2-10 (INTA–INTD RC-only)","Explicit","Interrupt controller; Configuration space command bits (INTx disable)","YES","Prefer MSI for performance; use INTx only when required by legacy devices or firmware constraints." 
