"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"TMS320C6452 DSP","PCIe Root Complex mode and LTSSM control","Interfaces","Supports operation as Root Complex with a defined initialization sequence. Software disables LTSSM before configuration then re-enables it to start link training. Link completion is verified by reading LTSSM_STATE equal to 0x11 in the DEBUG0 register. Sequence includes programming device mode and required configuration registers. Enumeration proceeds only after successful training.","SPRUGS6D Section 2.11.1.1 Initialization Sequence; CMD_STATUS[LTSSM_EN]; DEBUG0[LTSSM_STATE]","Explicit","PSC enable PCIESSEN; DEVSTAT.PCIESSMODE set to RC; SerDes PLL locked; base at 0xA1008000","YES","Follow the documented step order strictly and poll state transitions to avoid race conditions."
"TMS320C6452 DSP","SerDes PLL configuration and lock monitoring","Power/Clock","SerDes PLL must be programmed and enabled for PCIe operation. The reference clock is provided to the SerDes and PLL lock must be confirmed. Software samples the LOCK bit in the SerDes Status register. Operation should not proceed until lock is asserted. Incorrect PLL setup prevents link training.","SPRUGS6D Section 2.3 SerDes Configuration; PCIE_SERDES_CFGPLL; PCIE_SERDES_STS[LOCK]","Explicit","Valid reference clock; SerDes PLL configuration; clocking domain enabled","YES","Use device recommended PLL settings and include timeouts for LOCK polling."
"TMS320C6452 DSP","Module power and clock domain enable via DEVSTAT","Power","The PCIe module requires its power and clock domains to be enabled. Device level register DEVSTAT has bits to enable the PCIe module and select mode. Enabling must precede any register access or configuration. Power and Sleep Controller guidance applies per device manual. Failure to enable domains results in bus errors.","SPRUGS6D Section 2.11.1 steps 2–3; DEVSTAT.PCIESSEN; DEVSTAT.PCIESSMODE","Explicit","PSC configuration; DEVSTAT write access; SoC clock tree ready","YES","Gate and ungate clocks only when link is idle and drivers are quiesced."
"TMS320C6452 DSP","MSI interrupt controller with 32 vectors","Interrupts","The controller supports 32 MSI vectors grouped with shared event numbers. Enable and disable are managed via MSIn_IRQ_EN_SET and MSIn_IRQ_EN_CLR registers. Status is reported in MSIn_IRQ_STATUS and cleared by write 1 to clear semantics. End of interrupt requires writing IRQ_EOI with the event number. Driver must handle vector to CPU event mapping.","SPRUGS6D Section 2-39 MSI overview; Table 2-10 PCIESS Interrupt Events; MSIn_IRQ_STATUS RAW/STATUS registers (e.g., 3-27 to 3-29)","Explicit","Configure MSIn_IRQ_EN_*; program IRQ_EOI; map events to CPU interrupt controller","YES","Always clear status then signal EOI to prevent lost or repeated interrupts."
"TMS320C6452 DSP","Legacy INTx interrupt support (mutually exclusive with MSI)","Interrupts","Endpoints can use either legacy INTx or MSI but not both simultaneously. Selection is managed during configuration and enumeration. Legacy signaling shares the race hazards noted for MSI. System software must choose one method per endpoint. Mixing modes leads to undefined behavior.","SPRUGS6D 2-39: Each endpoint can use MSI or legacy interrupts but not both","Explicit","Endpoint configuration; host interrupt routing","YES","Prefer MSI for scalability and lower latency when supported by both ends."
"TMS320C6452 DSP","PCIe configuration space and capabilities layout","Configuration","The controller exposes a 1 KB configuration space with standard and extended capabilities. Capabilities include Power Management, MSI, PCI Express, Extended Capabilities, and Port Logic. Capability structures are linked via next pointers starting from the header. Software walks the list to discover features. Proper parsing is essential during enumeration.","SPRUGS6D 2-19 1 KB configuration space note; Table 2-7 Layout of PCIe Configuration Registers","Explicit","Config space access mechanism available; correct endianness handling","YES","Validate capability pointers to avoid loops and handle absent capabilities gracefully."
"TMS320C6452 DSP","Inbound address translation with four regions","Configuration","Inbound transactions can be translated to internal bus addresses using up to four regions. Each region uses BAR match, PCIe start address high and low, and an internal address offset. The translated address is computed relative to the matched start. Regions allow mapping discontiguous PCIe ranges to local memory. Correct setup is required for inbound TLP acceptance.","SPRUGS6D 2-13 IB_BARn; IB_STARTn_HI/LO; IB_OFFSETn; Tables 3-89 to 3-96 index","Explicit","Program IB_BARn, IB_STARTn_HI/LO, IB_OFFSETn; corresponding BAR configured","YES","Order programming so BARs and inbound regions are coherent before enabling link."
"TMS320C6452 DSP","BAR0 fixed mapping to application registers","Configuration","BAR0 inbound space is reserved for application registers and cannot be remapped. Any inbound access matching BAR0 reaches the application registers block. This behavior applies in both RC and EP modes. It enables control and MSI operation even without endpoint software. There is no support to disable BAR0 register access.","SPRUGS6D 2.7.2.2 BAR0 Exception for In-Bound Address Translation","Explicit","BAR0 must be present; application registers at 0xA1008000","YES","Do not attempt to repurpose BAR0 for memory windows; use other BARs for data access."
"TMS320C6452 DSP","BAR1 start address as implicit inbound base option","Configuration","Inbound translation for BAR1 can use the BAR1 value as the start address when the region start is programmed as zero. In this mode only one inbound translation window is available and it is relative to BAR1. Other BARs or additional inbound windows cannot be used with this option. This simplifies configuration when using a single inbound window. Use with caution due to the limitation.","SPRUGS6D 2.7.2.3 Using BAR1 Value As Start Address","Explicit","BAR1 configured; one inbound region enabled with start set to zero","YES","Document the mode in firmware to avoid conflicting region programming later."
"TMS320C6452 DSP","BAR types, masks, and configuration examples","Configuration","The device supports standard BAR types including 64-bit non-prefetchable, 32-bit memory, and I/O BARs. BAR mask registers define region sizes and decode. Type 1 configuration is typical for RC and Type 0 for EP. Example configurations illustrate mixing BAR widths and attributes. Proper sizing ensures correct host allocation.","SPRUGS6D 2.7.3 Use of BARs; Figure 2-4 Example BAR Configuration; BAR Mask Registers references","Explicit","Accurate size masks; alignment to power-of-two; endpoint or root mode selected","YES","Probe BAR sizes per PCIe spec by writing all 1s then restore and program masks."
