"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"TMS320C6452 DSP","C64x+ DSP CPU Core and Interrupt Architecture","Architecture","The device integrates a fixed-point C64x+ DSP core with a defined pipeline and instruction set targeted at real-time signal processing. Its interrupt model, flags, and exception behavior are part of the CPU programming model. Deterministic execution is supported when ISRs follow the documented conventions. This feature covers how software interacts with the processor and services interrupts. It is foundational for all other peripheral interactions.","UNKNOWN","Explicit","UNKNOWN","NO","Align ISR prolog/epilog and flag handling with the CPU model; verify latency constraints for real-time workloads."
"TMS320C6452 DSP","Pin Multiplexing/Sharing Subsystem","Configuration","Package balls are shared among multiple peripheral functions and GPIOs and require software selection. Reset straps and mux registers determine the active function on each pin after boot. Correct muxing must be established before enabling any peripheral that drives or samples those pins. Conflicts can block signal visibility or create contention on the board. A board-level plan should define pin roles and ownership.","UNKNOWN","Explicit","Reset configuration; Pin-mux registers","YES","Initialize pin mux early in bring-up and maintain a single source of truth for all pin assignments."
"TMS320C6452 DSP","DDR2/mDDR Memory Controller","Interface","An on-chip controller interfaces to DDR2 and Mobile DDR devices to provide external memory bandwidth. Proper timing and mode configuration are required for stable operation at target frequencies. Initialization sequences must follow both the controller and DRAM vendor requirements. Reliable operation is validated with memory tests after bring-up. The controller abstracts low-level signaling from application code.","UNKNOWN","Explicit","External DDR2 SDRAM device","YES","Derive timing parameters from the DRAM datasheet and verify with stress and pattern tests."
"TMS320C6452 DSP","3-Port Gigabit Ethernet Switch (3PSW) with SGMII and MDIO","Interface","The Ethernet subsystem implements a three-port gigabit-capable switch. SGMII handles high-speed serial links to PHY/serdes while MDIO manages PHY registers. Correct configuration enables switching and MAC functions appropriate to the application. Link negotiation, clocking, and lane mapping must be validated against the board design. Throughput and latency depend on buffer and port settings.","UNKNOWN","Explicit","SGMII; MDIO; Pin-mux","YES","Plan SGMII lane mapping and MDIO addressing; document auto-negotiation and fallback policies."
"TMS320C6452 DSP","PCI Master/Slave Port via EDMA","Interface","The PCI port connects the DSP to external hosts or endpoints. It supports master/slave roles and relies on EDMA for efficient data movement. Address windows and BAR mapping determine how external agents access DSP memory. Sustained throughput requires pre-allocated EDMA resources and tuned burst sizes. Correct reset and enumeration sequences are necessary for stable links.","UNKNOWN","Explicit","EDMA; Pin-mux","YES","Define BARs and address windows consistently and pre-allocate EDMA channels for hot paths."
"TMS320C6452 DSP","UHPI Host Port Interface","Interface","The UHPI exposes a parallel host interface for an external master to access DSP memory space. It enables rapid control and data exchange without heavy CPU protocol overhead. Timing and bus ownership must be coordinated to avoid contention. The interface is useful for bootstrapping or host-driven control planes. Pin mux and signal integrity must be validated on the board.","UNKNOWN","Explicit","Pin-mux","YES","Isolate UHPI access regions and coordinate arbitration with DMA and CPU activities."
"TMS320C6452 DSP","McASP Audio Serial Port (TDM/I2S/DIT)","Interface","The McASP supports multi-channel TDM audio and common formats such as I2S and DIT. Serializer direction, clock masters, and frame configuration determine stream behavior. Routing and timing must align with attached codecs or transports. Pin mux must expose the correct signals to the package pins. Robust operation depends on synchronized clocks and stable frame policies.","UNKNOWN","Explicit","Pin-mux","YES","Verify serializer directions and clock polarity/phase with each codec; document framing for interoperability."
"TMS320C6452 DSP","SPI Controller (16-bit Configurable, Synchronous)","Interface","The SPI module provides synchronous serial communication with configurable word length and mode. It is suited for control-plane links to sensors, DACs, and expanders. Software programs clock polarity, phase, and prescalers to meet device needs. Chip-select handling must be deterministic to avoid protocol violations. Signal routing requires correct pin mux settings.","UNKNOWN","Explicit","Pin-mux","YES","Standardize SPI mode and CS timing per device and centralize access arbitration."
"TMS320C6452 DSP","UART Serial Port","Interface","The UART enables asynchronous serial communication for console and legacy devices. Baud rate, parity, and stop bits must be programmed to match the peer. FIFO settings and interrupt usage impact latency and throughput. It is often reserved as a debug and diagnostics channel in bring-up. Stable operation depends on clock accuracy and pin muxing.","UNKNOWN","Explicit","Pin-mux","YES","Reserve one UART for debug; lock its configuration and document flow control usage."
"TMS320C6452 DSP","I2C Controller (2-wire)","Interface","The I2C controller communicates with devices on a two-wire bus for configuration and monitoring. Addressing, transfer type, and retries are controlled by software. Pull-up sizing and bus voltage must meet timing constraints across all nodes. Arbitration and NACK handling are essential for robust operation. Proper pin muxing is a prerequisite before enabling the bus.","UNKNOWN","Explicit","Pin-mux","YES","Define addressing map, retry policy, and bus speeds; verify pull-up values on the board."
"TMS320C6452 DSP","TSIP Telecom Serial Interface (Multi-link, Single DMA Capability)","Interface","The TSIP block supports timeslot-based telecom data across multiple links. A single DMA capability is provided internally for moving framed data. Configuration maps timeslots to internal channels and buffers. Deterministic timing depends on accurate link clocks and slot assignments. Integration should account for the limited DMA resources.","UNKNOWN","Explicit","Single DMA capability; Pin-mux","YES","Document timeslot allocation and budget DMA usage around the single available channel."
"TMS320C6452 DSP","GPIO Module: Direction and Data Control (GP[31:0])","Configuration","Up to 32 GPIOs can be configured as inputs or outputs through direction registers. Input values are sampled in an input data register while output latches drive pins via set/clear operations. Atomic writes are available through dedicated set and clear registers. Correct clock enable and pin muxing are prerequisites before GPIO use. A known default state should be established during initialization.","UNKNOWN","Explicit","LPSC; Pin-mux","YES","Program DIR and use SET/CLR for atomic updates; read back for verification before enabling downstream logic."
"TMS320C6452 DSP","GPIO Edge-Triggered Interrupts (Rising/Falling) and Bank Status","Interrupts","The GPIO supports per-pin rising and falling edge detection with maskable enables. Interrupt status is available per pin and at a bank level for efficient servicing. Sources can be routed to CPU interrupt inputs as required by the application. Proper servicing is required to clear latched events and prevent retrigger. System-level latency depends on ISR structure and masking strategy.","UNKNOWN","Explicit","CPU interrupt flags; INTSTAT01","YES","Clear stale edges before enabling CPU interrupts and document routing of direct versus banked sources."
