"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"KeyStone PCIe Module","Dual operation modes: Root Complex and End Point","Interfaces","The PCIe module is dual-mode and can operate either as a Root Complex (RC) or as an End Point (EP). Mode is selected at boot using PCIESSMODE[1:0] straps and can be overridden in software via device status registers. RC mode provides Type 1 configuration access and downstream enumeration, while EP mode exposes Type 0 configuration and BAR-mapped application space. The application registers are accessible in both modes through Address Space 0 and BAR0. Software must select and lock the intended mode before enabling link training to avoid undefined behavior.","Section 1.3 Features; Section 1.4.1; Sections 2.11.1/2.11.2; CMD_STATUS[LTSSM_EN] (Sec. 3.1.3)","Explicit","PCIESSMODE[1:0] straps; DEVSTAT; CMD_STATUS[LTSSM_EN]","YES","Set mode before LTSSM enable and leave unchanged while the link is active."
"KeyStone PCIe Module","Link capabilities: x1/x2 lanes and Gen1/Gen2 speeds","Interfaces","A single bidirectional link supports up to two lanes (×2) with raw speeds of 2.5 or 5.0 GT/s per lane. Automatic width conversion in the PHY allows Gen2 operation while keeping the PLL output at 2.5 GHz. The controller supports automatic lane reversal and RX polarity inversion to aid routing flexibility. Negotiated speed and width are visible in LINK_STAT_CTRL/LINK_CAP. After initial Gen1 link-up, software can request a directed speed change to Gen2 using PL_GEN2 and LINK_CTRL2 fields.","Section 1.3; LINK_CAP[MAX_LINK_WIDTH,MAX_LINK_SPEED] (Sec. 3.7.5); LINK_STAT_CTRL[LINK_SPEED] (Sec. 3.7.6); PL_GEN2[DIR_SPD] (Sec. 3.9.13)","Explicit","SerDes PLL locked; COMMON_CLK per Section 2.2; PL_GEN2/LINK_CTRL2 set","NO","Ensure equalization and common-clock settings match platform constraints when enabling Gen2."
"KeyStone PCIe Module","Supported and unsupported PCIe transactions","Interfaces","The module implements most PCIe requests including memory read/write, configuration read/write (Type 0/1), and messages with and without data. Inbound I/O read/write transactions are not supported and must be avoided in RC and EP modes. Locked Memory Read requests and their Locked completions are not supported. Completion formatting for non-posted requests follows the baseline specification. Software should map only supported types through inbound/outbound translators to prevent UR or CA completions.","Section 2.1.3, Table 2-1","Explicit","Correct Type field in TLPs; address translators configured","NO","Do not target inbound I/O to this device and avoid Locked Read sequences."
"KeyStone PCIe Module","Address Space 0: application, local/remote config, and RC I/O window","Configuration","Address Space 0 is a 16 KB region divided into four 4 KB subregions: application registers, local configuration space (Type 0/1), remote configuration proxy, and RC-only I/O window. All accesses to these regions must be 32-bit, non-burst, and non-cacheable. The remote configuration and I/O windows convert internal-bus reads/writes into PCIe configuration and I/O TLPs when in RC mode. Software must not access the remote windows while the link is down to avoid transaction timeouts. The I/O base for outbound I/O TLPs is provided by IOBASE.","Section 2.8.1; Table 2-7; IOBASE (Sec. 3.1.5)","Explicit","Operational link; IOBASE and CFG_SETUP programmed","YES","Implement link-up checks before touching remote windows to prevent system stalls."
"KeyStone PCIe Module","Outbound address translation (32 regions, 1–8 MB each)","Address Translation","Outbound translation partitions the device-internal space into 32 equal regions of 1, 2, 4, or 8 MB using OB_SIZE. For each indexed region, OB_OFFSET_INDEXn and OB_OFFSETn_HI supply the PCIe base address (32/64-bit) used for mapping. Translation applies only to memory read/write TLPs and not to configuration or I/O cycles. Transactions must be sized and aligned to avoid crossing region boundaries, as the mapping is determined only at command issue. Software should select a region size that matches buffer granularity to minimize splits.","Section 2.7.1; OB_SIZE (Sec. 3.1.11); OB_OFFSET_INDEXn/OB_OFFSETn_HI (Sec. 3.1.80/3.1.81)","Explicit","CMD_STATUS[OB_XLT_EN]=1; OB_* tables configured; EDMA/CPU access","YES","Do not exceed the remaining bytes within a region; choose larger regions for large buffers."
"KeyStone PCIe Module","Inbound address translation (4 regions) and BAR0 exception","Address Translation","Inbound translation remaps accepted PCIe addresses to internal bus addresses using up to four regions. Each region is associated with a BAR via IB_BARn and defines a PCIe start and internal offset via IB_STARTn_LO/HI and IB_OFFSETn. BAR0 is always mapped to the application registers in Address Space 0 and cannot be remapped. For 64-bit addressing, BAR pairs [2–3] and [4–5] map to Address Space 1 and are eligible for inbound data windows. Software must ensure inbound transactions do not cross 4 KB boundaries per the PCIe specification.","Sections 2.7.2–2.7.2.2; IB_* (Sec. 3.1.82–3.1.97)","Explicit","CMD_STATUS[IB_XLT_EN]=1; BARs and IB_* programmed","YES","Use explicit IB_STARTn_* starts; reserve BAR0 strictly for control and status access."
"KeyStone PCIe Module","BAR Mask overlay and DBI_CS2-controlled configuration","Configuration","BAR Mask registers overlay the BARs to predefine size/type/enable before RC enumeration. Writes to the masks are allowed only when CMD_STATUS[DBI_CS2]=1 and are write-only, requiring indirect verification via pattern writes to BARs. BAR0 mask is limited to bits [31:20] because BAR0 is fixed to application registers. The feature works in both RC and EP modes from the internal bus side only. Software must clear DBI_CS2 before enumeration to expose the intended BAR attributes to the host.","Section 2.7.3.1; CMD_STATUS[DBI_CS2] (Sec. 3.1.3); BARx/BARx_MASK (Sec. 3.3/3.4)","Explicit","CMD_STATUS[DBI_CS2] gating; internal bus writes; pattern readback","YES","Never modify BAR masks from the serial side; confirm mask effects by readback of BARs."
"KeyStone PCIe Module","Endianness conversion for inbound and outbound traffic","Endianness","Although PCIe is little-endian on the wire, the subsystem supports big-endian CPU systems using programmable swizzle. The ENDIAN register selects the swap granularity (1/2/4/8 bytes) to correctly align FBE/LBE with data on the 64-bit internal bus. For MMR and non-prefetchable memory, swaps occur on 32-bit boundaries as required. The documentation provides explicit big-endian tables for inbound and outbound directions. Drivers must program ENDIAN consistently with CPU endianness and verify mixed-size transfers.","Section 2.10.2; ENDIAN (Sec. 3.1.13); Tables 2-8 and 2-9","Explicit","System boot endianness; ENDIAN[1:0] programmed","YES","Validate with 1/2/4/8-byte operations; ensure contiguous byte enables align with chosen mode."
"KeyStone PCIe Module","DMA support via internal master/slave ports (no integrated DMA)","DMA / buffering","The PCIESS does not include a DMA engine but exposes a slave port for outbound EDMA traffic and a master port for inbound completions to memory. In RC mode, a system DMA can access any enumerated EP memory region over PCIe via the outbound translator. In EP mode, inbound PCIe writes reach the master port without additional DMA, while outbound reads/writes can be produced through the slave port. Sustained throughput targets approximately 85% of 2.0/4.0 Gbps per lane, accounting for 8b/10b and protocol overhead. TI provides EDMA examples for memory write and memory read sequences.","Section 2.9; Examples 2-4 and 2-5","Explicit","EDMA configured; OB/IB translators set; STATUS_COMMAND[BUS_MS] if needed","YES","Align bursts to 128 B and avoid misaligned >120 B writes to meet bus constraints."
"KeyStone PCIe Module","Transaction requirements: alignment, size, bursts, and byte strobes","Performance","The internal bus limits a single transfer to 128 bytes and reduces to 120 bytes if not 8-byte aligned. Only incremental burst types are supported; fixed or wrap bursts can lead to undefined behavior or lockups. Write byte enables must be a single contiguous span of ones; holes are disallowed. Read responses are not interleaved when requests are sized at or below the configured maximum (128 B). Software and DMA engines must structure buffers and strides to honor these rules for reliability and performance.","Sections 2.10.1.2–2.10.1.5","Explicit","DMA burst configuration; DEV_STAT_CTRL[MAX_REQ_SZ,MAX_PAYLD] (Sec. 3.7.4)","YES","Design buffer alignments and transfer sizes around 128 B boundaries and contiguous strobes."
