"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"TMS320C6452","C64x+ VLIW core and instruction set","Core","The device integrates a TMS320C64x+ fixed-point DSP core with an eight-issue VLIW pipeline. It supports software pipelining, saturation arithmetic, bit manipulation, and SIMD-style operations on 16-bit lanes. Harvard architecture with separate program and data paths sustains high throughput. L1 caches and a configurable L2 minimize external memory stalls. Deterministic real-time behavior depends on careful scheduling and cache planning.","SPRU732: CPU/ISA Reference; SPRS371: Device overview","Explicit","None; optional cache and memory configuration during init","NO","Follow TI calling conventions and consider pipeline hazards; warm instruction/data caches before latency-critical ISRs."
"TMS320C6452","L1P instruction cache","Memory/Cache","An on-chip L1P cache stores recently executed instructions to reduce fetch latency. Typical capacity is 32 KB with line-based allocation under core control. It is transparent to software but benefits from code layout that improves locality and prefetch behavior. L2 can augment instruction storage as SRAM or cache for larger hot code. Locking critical code in L2 improves determinism for hard real-time.","SPRU732: Cache; SPRS371: Memory subsystem","Explicit","Optional cache configuration via startup code","NO","Keep tight loops contiguous to maximize hit rate; consider locking timing-critical code in L2 SRAM."
"TMS320C6452","L1D data cache","Memory/Cache","The L1D cache accelerates access to frequently used data structures. It typically provides 32 KB capacity tightly coupled to the load/store units. Software should structure data to encourage spatial and temporal locality for best results. DMA traffic must be coordinated to avoid cache-coherency hazards. L2 configuration complements L1D for predictable latency.","SPRU732: Cache; SPRS371: Memory subsystem","Explicit","Cache maintenance or non-cacheable regions when using DMA","NO","Align and pad data structures to cache line boundaries; writeback/invalidate around DMA buffers as needed."
"TMS320C6452","L2 unified SRAM/cache","Memory/Cache","The L2 memory can be configured as SRAM, cache, or a mix to balance capacity and determinism. Using L2 as SRAM allows locking of critical code and data outside replacement effects. As cache, it extends the working set at lower latency than external DDR2. Partitioning must be chosen early and held stable across builds. Proper L2 use is foundational to predictable real-time behavior.","SPRU732: L2/Cache; SPRS371: Memory map","Explicit","Startup configuration of L2 and memory attributes","NO","Reserve L2 SRAM for ISRs, stacks, and DMA descriptors when determinism is required."
"TMS320C6452","IDMA (internal DMA)","DMA","IDMA performs fast internal transfers between L2 and L1 without EDMA overhead. It operates under CPU control for small, latency-sensitive moves. It helps stage code/data into L1 caches or SRAM deterministically. Programming is simpler than EDMA but limited to on-chip spaces. It complements EDMA for fine-grained copy operations.","SPRU732: IDMA chapter","Explicit","None; coordinate with cache settings","NO","Use IDMA for short deterministic moves; prefer EDMA for large or peripheral-driven transfers."
"TMS320C6452","DDR2/mDDR memory controller","Memory Controller","The controller provides access to external DDR2 SDRAM compliant with JEDEC standards. Initialization requires programming timing registers and issuing the JEDEC power-up and mode register sequence. Refresh interval, drive strength, and any PHY/VTP calibration must match the board memory. Post-init memory pattern tests validate timing margins. After bring-up, caches and DMA can safely target DDR2.","SPRUF85: DDR2 Controller (SDCR, SDTIMx, SDRCR)","Explicit","PSC enable for DDR2 controller; stable PLL/clock; board-specific DDR2 parameters","YES","Program timings from the memory datasheet and verify with pattern tests before enabling high-throughput traffic."
"TMS320C6452","EDMA3 DMA engine","DMA","EDMA3 provides high-throughput, non-blocking data movement between memory and peripherals. Transfers are described by PaRAM sets supporting linked and chained scatter-gather operations. Channels map to queues and transfer controllers that arbitrate bandwidth. Completion and errors are reported via IPR/ICR and CCERR registers. QDMA enables CPU-triggered copies with minimal overhead.","EDMA3 UG (C645x): DCHMAP, DMAQNUM, EER/EESR, IPR/ICR, CCERR","Explicit","PSC enable for EDMA CC/TC; INTC mapping; optional peripheral event routing","YES","Use linked PaRAM for scatter-gather; clear completion in ICR after reading IPR; keep descriptors in coherent memory with recommended alignment."
"TMS320C6452","3-Port Ethernet Switch (3PSW) with MDIO","Networking/Ethernet","The Ethernet subsystem implements a Layer-2 switch with two external SGMII ports and one host port. An Address Lookup Engine (ALE) provides MAC/VLAN tables and basic policing. Extensive statistics counters support diagnostics during bring-up and operation. An MDIO controller manages external PHY link discovery and configuration. Packet I/O uses DMA-based rings per the subsystem integration.","SPRUF97: 3PSW/MDIO (MDIO_CONTROL, MDIO_USERACCESSx)","Explicit","PSC enable for 3PSW and packet DMA; PINMUX; MDIO clock; external PHYs; EDMA/packet DMA setup","YES","Initialize MDIO and confirm PHY links before enabling traffic; configure ALE for host MACs and VLAN policy; ensure descriptor rings are cache coherent."
"TMS320C6452","PCI interface","Interconnect/Host","The PCI block supports host-master and slave transactions for connecting to a PCI host. Software configures the local configuration header, BARs, and command/status to expose internal windows. Interrupts and DMA cooperate to achieve high throughput for bulk transfers. Proper reset sequencing and host negotiation are required at bring-up. Address translation must match the host’s view for correct accesses.","SPRUF86: PCI (config header, BARs, command/status)","Explicit","PSC enable; host reset sequencing; BAR/window setup; EDMA for bulk movement","YES","Coordinate reset with the host and validate BAR mappings; confirm endianness and alignment expectations across the link."
"TMS320C6452","UHPI (Host Port Interface)","Host Interface","The UHPI allows an external host to directly access the DSP memory map. Control registers manage bus width, resets, and ready/hold handshaking. It supports interrupt-driven or polled transactions depending on system design. Integration simplifies host boot and debug scenarios. Access arbitration must avoid contention with the core and DMA.","SPRUF87: UHPI (HPIC, HPIA, HPID)","Explicit","PSC enable; host timing and handshaking; interrupt routing if used","YES","Program HPIC for correct width and reset state before enabling; validate handshake timing; isolate shared regions to avoid race conditions."
