"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"TMS320C6452","C64x+ VLIW core and instruction set","Core","The device integrates a C64x+ fixed-point DSP core capable of issuing up to eight operations per cycle using a VLIW pipeline. It provides saturation arithmetic, bit manipulation, and SIMD-style operations on 16-bit lanes for high throughput. A Harvard architecture with separate instruction/data paths and prefetch reduces stalls. L1P/L1D caches and configurable L2 improve locality and latency. Deterministic real-time behavior depends on careful scheduling, memory layout, and cache planning.","SPRU732 (CPU/ISA Reference); SPRS371 (Device overview)","Explicit","None; optional cache/L2 configuration during early init","NO","Follow TI calling conventions; avoid pipeline hazards; prime hot code/data paths before tight ISRs."
"TMS320C6452","L1P instruction cache","Memory/Cache","The L1P instruction cache (~32 KB) reduces fetch latency for hot code paths. It is transparent but benefits from locality-aware function layout and loop placement. Interaction with the L2 memory allows locking critical routines when configured as SRAM. Proper alignment and avoiding conflict hot-spots improves predictability. Use profiling to confirm hit rates in real workloads.","SPRU732 (Cache); SPRS371 (Memory subsystem)","Explicit","Optional cache configuration via startup code","NO","Keep tight loops contiguous; consider L2 SRAM locking for critical paths; avoid self-modifying code."
"TMS320C6452","L1D data cache","Memory/Cache","The L1D data cache (~32 KB) accelerates access to frequently used data structures. Software should maximize spatial and temporal locality and align/pad to cache lines. DMA traffic must be coordinated to avoid coherency hazards on shared buffers. L2 configuration complements L1D to balance capacity and determinism. Monitor writeback/invalidate costs in ISR and DMA paths.","SPRU732 (Cache); SPRS371 (Memory subsystem)","Explicit","Cache maintenance or non-cacheable regions when using DMA","NO","Use writeback/invalidate around DMA buffers; isolate MMIO as non-cacheable; align structures to cache lines."
"TMS320C6452","L2 unified SRAM/cache","Memory/Cache","L2 can be configured as SRAM, cache, or a mix to trade capacity for determinism. Locking code/data in L2 SRAM removes cache replacement effects for critical routines. As cache, L2 extends the hot working set at lower latency than external DDR2. Partitioning should be decided early and held stable across releases. Validate latency with stress under realistic EDMA and interrupt load.","SPRU732 (L2/Cache); SPRS371 (Memory map)","Explicit","Startup L2 partitioning and memory attribute setup","NO","Reserve regions for ISRs/stacks/descriptors; document partition and enforce via linker script."
"TMS320C6452","IDMA (internal DMA)","DMA","IDMA performs deterministic on-chip transfers between L2 and L1 under CPU control. It is suitable for short, latency-sensitive moves like staging code/data into L1. Programming is simpler than EDMA but limited to on-chip spaces. It complements EDMA for fine-grained prefetch or cache warm-up. Coordinate with cache settings to maintain coherency.","SPRU732 (IDMA)","Explicit","None; consider cache effects","NO","Use for small bounded moves; prefer EDMA for large or peripheral-driven transfers; avoid starving the core."
"TMS320C6452","DDR2/mDDR memory controller","Memory Controller","The DDR2 controller provides JEDEC-compliant access to external SDRAM. Initialization requires programming SDCR/SDTIMx/SDRCR and performing the JEDEC power-up and mode-register sequence. Board-specific drive strength, termination, and VTP/PHY settings must be applied. Post-initialization pattern testing validates margins before enabling cache and EDMA traffic. Runtime maintenance includes refresh and occasional re-level checks per design.","SPRUF85 (DDR2 Controller: SDCR, SDTIM1/2, SDRCR); SPRS371 (EMIF overview)","Explicit","PSC enable for DDR2; stable PLL/clock; board DDR parameters","YES","Derive timing from the memory datasheet; verify with walking patterns; isolate test region from active DMA."
"TMS320C6452","EDMA3 DMA engine","DMA","EDMA3 enables high-throughput, low-overhead data movement among memories and peripherals. PaRAM sets describe 1D/2D/3D transfers with linking/chaining for scatter-gather. Channels map to queues and TCs providing arbitration and QoS. Completion and error handling use IPR/ICR and CCERR registers. QDMA supports CPU-triggered copies with minimal latency.","EDMA3 UG (C645x): ER/EER/EESR, IPR/ICR, CCERR, PaRAM OPT/SRC/DST/A-B-CNT","Explicit","PSC enable for EDMA CC/TC; INTC mapping; event routing; coherent descriptor memory","YES","Align PaRAM and descriptors; clear completion in ICR after reading IPR; size bursts to cache lines to reduce thrash."
"TMS320C6452","3-Port Ethernet Switch (3PSW) with MDIO","Networking/Ethernet","The Ethernet subsystem integrates two external SGMII MAC ports and a host/DSP port. The ALE provides MAC/VLAN tables, policing, and address learning. CPDMA moves packets via descriptor rings in CPPI RAM with TX/RX channels. MDIO manages external PHY discovery and link configuration. Extensive statistics counters aid bring-up and operations monitoring.","SPRUF97 (3PSW/CPSW_3G: CPDMA, ALE, Sliver, MDIO_CONTROL/USERACCESS)","Explicit","PSC enable for 3PSW and CPDMA; PINMUX; MDIO clock; PHYs; EDMA/packet DMA setup","YES","Initialize MDIO and confirm PHY link before enabling traffic; configure ALE/VLANs; ensure descriptor rings are cache coherent."
"TMS320C6452","PCI interface","Interconnect/Host","Conventional PCI supports host/slave transactions to exchange data with a PCI host. Software configures the PCI config header, BARs, and command/status to expose DSP memory windows. Interrupts and EDMA cooperate for high-throughput bulk transfers. Proper reset sequencing and host negotiation are required at bring-up. Address translation and endianness must match host expectations.","SPRUF86 (PCI: config space, BARs, command/status)","Explicit","PSC enable; host reset sequencing; BAR/window setup; EDMA for bulk","YES","Validate BAR mappings with the host; confirm byte ordering; use EDMA for large moves and throttle to avoid PCI saturation."
"TMS320C6452","UHPI (Host Port Interface)","Host Interface","UHPI allows a parallel host to access the DSP memory map directly. Control covers bus width, resets, and ready/hold timing for robust transactions. The interface supports polled or interrupt-driven synchronization. It simplifies host-assisted boot and diagnostics. Arbitration must avoid contention with CPU and EDMA accesses to shared regions.","SPRUF87 (UHPI: HPIC, HPIA/HPIAW, HPID)","Explicit","PSC enable; host timing/handshake; INTC mapping if used","YES","Program HPIC for width and reset; validate hold/ready timing; partition shared memory to prevent races."
