"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"KeyStone PCIe Module","Dual operation modes: Root Complex (RC) and End Point (EP)","Interfaces","The controller supports operation as either a Root Complex or an End Point, selectable via PCIESSMODE[1:0] at boot with software override. In EP mode it can enumerate as a legacy or native PCIe endpoint, while RC mode exposes bridge-oriented registers and behaviors. Mode selection determines the configuration header type (Type 0 for EP and Type 1 for RC) and which capability registers are applicable. After mode selection and SerDes bring-up, software enables link training through CMD_STATUS.LTSSM_EN. This sequence ensures the link trains with the correct role and header semantics before any configuration or data traffic.","Section 1.3 Features; Section 1.4.1 PCI Express Core Module; Section 2.11 Operations","Explicit","Bootstraps PCIESSMODE[1:0]; CMD_STATUS.LTSSM_EN","YES","Choose mode early in initialization and do not change it after enumeration begins; verify header type usage; gate link training until SerDes is locked." 
"KeyStone PCIe Module","Single link up to x2 with dynamic width, auto lane reversal and polarity inversion","Interfaces","A single bidirectional link supports widths up to x2 with automatic width negotiation during training. The controller supports dynamic-width conversion and automatic lane reversal to tolerate lane crossing on the PCB. RX polarity inversion is available, allowing easier routing without external crossovers. Negotiated link width and lane reversal status are observable in capability and debug registers for validation. These features reduce board constraints while maintaining compliance and interoperability.","Section 1.3 Features; LINK_CAP[9:4] (3.7.5); DEBUG1[0] lane reversal (3.9.12)","Explicit","SerDes lanes configured; PL_LINK_CTRL.LNK_MODE; LTSSM training complete","YES","Plan differential pair lengths per Gen2 requirements; rely on auto lane reversal and polarity inversion when routing forces swaps; confirm negotiated width via LINK_CAP and DEBUG registers." 
"KeyStone PCIe Module","Gen1/Gen2 line rates and Gen2 directed speed change","Performance","The PHY supports 2.5 and 5.0 Gbps per-lane link speeds, with a constant 2.5 GHz PLL output and bus width conversion used for Gen2. Software can request a directed speed change to Gen2 after a stable Gen1 link using PL_GEN2.DIR_SPD. De-emphasis and TX swing are programmable to optimize for channel characteristics and compliance margins. Common-clock usage must be declared via LINK_STAT_CTRL.COMMON_CLK_CFG, especially with SSC backplanes. These controls allow predictable bring-up and reliable high-speed operation across varied channel conditions.","Section 2.3.3 Reference Clock Multiplication; PL_GEN2 (3.9.13); LINK_STAT_CTRL (3.7.6)","Explicit","SerDes PLL locked (PCIE_SERDES_STS.LOCK); PL_GEN2.DIR_SPD; LINK_STAT_CTRL.COMMON_CLK_CFG","YES","Establish Gen1 first, then change to Gen2; validate de-emphasis and swing against eye mask; use common clock settings when the platform shares REFCLK." 
"KeyStone PCIe Module","Address Space 0/1 mapping and configuration windows","Configuration","The subsystem presents two internal address spaces for software: Address Space 0 for application and configuration windows, and Address Space 1 for data movement. Address Space 0 is partitioned into four 4 KB regions covering application registers, local configuration, remote configuration, and an RC-only IO window. BAR0 is always mapped to the application register space so an RC can manage an EP even without EP firmware. Local configuration appears at a 0x1000 offset within Address Space 0 for standardized access. Software must avoid transactions to remote config/IO windows when the PCIe link is down to prevent timeouts.","Section 2.8 PCIe Address Spaces; Figure 2-5; Section 2.8.1.1 (Caution)","Explicit","BAR0 decode; CFG windows; Link up (DEBUG0.LTSSM_STATE==0x11)","YES","Mark these regions as non-cacheable and use single 32-bit accesses; guard all remote configuration and IO accesses behind link-up checks." 
"KeyStone PCIe Module","Outbound address translation (32 regions)","Configuration","Outbound translation maps internal addresses to PCIe addresses across 32 equally sized regions, each 1/2/4/8 MB as set by OB_SIZE. Region index is extracted from the internal address and the translated base is built from OB_OFFSET_INDEXn/OB_OFFSETn_HI. Software enables translation via CMD_STATUS.OB_XLT_EN only after programming all required regions. Transactions that span a region boundary are not automatically continued and must be split by software or DMA. Proper sizing and alignment of regions ensures deterministic TLP addressing without undefined behavior.","Section 2.7.1; OB_SIZE (3.1.11); OB_OFFSET_INDEXn/OB_OFFSETn_HI (3.1.80–3.1.81); CMD_STATUS (3.1.3)","Explicit","CMD_STATUS.OB_XLT_EN=1; Program OB_* registers; Proper region size selection","YES","Map high-bandwidth buffers into larger regions and keep bursts within a single region; verify 64-bit translations with OB_OFFSETn_HI where required." 
"KeyStone PCIe Module","Inbound address translation (4 regions) and BAR association","Configuration","Inbound requests are first filtered by BAR matches and then translated to internal addresses using up to four regions. Each region selects a BAR with IB_BARn and defines PCIe-start and internal-offset via IB_STARTn_{LO,HI} and IB_OFFSETn. BAR0 is reserved and always decodes to application registers, and cannot be remapped by inbound translation. An optional BAR1 shortcut allows using the BAR1 value as the inbound start address if the IB_START for that region is zero. This scheme provides flexible host-to-device mapping while preserving a fixed control aperture for management.","Section 2.7.2; IB_* registers (3.1.82–3.1.97); BAR0 exception (2.7.2.2); Using BAR1 value (2.7.2.3)","Explicit","CMD_STATUS.IB_XLT_EN=1; Proper BAR programming; IB_* region setup","YES","Use ascending start addresses to map non-contiguous host ranges; ensure requests honor 4 KB crossing rules and translation windows." 
"KeyStone PCIe Module","BAR Mask registers and DBI_CS2 access","Configuration","BAR masks are write-only overlays that let firmware predefine BAR size and type prior to host enumeration. Writes are allowed only when CMD_STATUS.DBI_CS2 is set, and software must clear DBI_CS2 afterward, confirming completion with a read. BAR0 mask is limited because BAR0 is dedicated to application registers in both RC and EP modes. Mask programming is not visible through normal reads; use a test write/read pattern on the BAR to verify the effect. This mechanism allows EP self-sizing while preventing host-visible instability during discovery.","Section 2.7.3.1 BAR Mask Registers; CMD_STATUS.DBI_CS2 (3.1.3); BARx_MASK tables (3.3, 3.4)","Explicit","CMD_STATUS.DBI_CS2 handshake; BAR enabled; Link not required","YES","Do not modify masks over the serial link; validate mask effects by probing BAR mirror bits with safe test values before enumeration." 
"KeyStone PCIe Module","DMA and data movement via master/slave VBUSM ports","DMA / buffering","A 128-bit slave VBUSM port serves outbound PCIe reads/writes driven by an SoC DMA, and a 128-bit master VBUSM port services inbound TLPs to internal memory. The documentation provides EDMA examples that chunk transfers to the configured PCIe payload size for efficiency. Expected sustainable bandwidth is about 85% of nominal PCIe throughput per lane and speed, assuming interconnect headroom. Address translation integrates with DMA to target remote or local address spaces consistently. Correct descriptor alignment and payload tuning minimize splits and maximize bus utilization.","Section 2.9 DMA Support; Examples 2-4, 2-5 (2.9.3)","Explicit","Configured address translation; EDMA setup; Adequate interconnect bandwidth","YES","Match EDMA aCnt to payload and bCnt to buffer length; maintain 128-byte boundaries to avoid master splits; verify interconnect QoS for both directions." 
"KeyStone PCIe Module","Endian modes and swizzle for inbound/outbound data","Configuration","The link is little-endian, but the subsystem supports big-endian SoCs by applying programmable byte-lane swaps. ENDIAN[1:0] selects swap on 1-, 2-, 4-, or 8-byte boundaries and applies symmetrically to data and byte enables. Inbound and outbound mapping tables specify exact lane relocation to preserve word semantics. Software should configure ENDIAN before enabling traffic to avoid mixed ordering in buffers. Pattern tests across 64-bit words validate correct endianness at system integration time.","Section 2.10.2; ENDIAN register (3.1.13); Tables 2-8 and 2-9","Explicit","System endianness configuration; Program ENDIAN before data traffic","YES","Use mode A for byte swap, B for half-word, C for word, and D for double-word; verify with walking-1/0 patterns over burst transfers." 
"KeyStone PCIe Module","Legacy INTx: generation (EP) and reception (RC)","Interrupts","An EP can synthesize legacy INTA–INTD messages by setting EP_IRQ_SET and later clearing with EP_IRQ_CLR to deassert. RC mode collects legacy interrupt messages, latches status per line, and requires proper IRQ_EOI writes to finish servicing. Only one legacy interrupt can be pending per EP function until deassert is observed by the RC. The messaging nature introduces race conditions if EOI precedes message deassert arrival. Drivers should probe downstream devices to confirm source and deassert state before issuing EOI to avoid re-trigger.","Section 2.14.2.1; LEGACY_* (3.1.56–3.1.71); EP_IRQ_* (3.1.17–3.1.19); IRQ_EOI (3.1.15)","Explicit","Enable LEGACY_X IRQ; Proper EOI sequencing; Link up","YES","Prefer MSI where available to avoid legacy delivery ambiguities; if using INTx, enforce strict EOI ordering and readback synchronization." 
