"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"TMS320C6452 GPIO","GPIO peripheral clock control","Clock","The GPIO module clock is disabled by default and must be enabled through the local Power and Sleep Controller (LPSC). The GPIO input clock runs at CPU/6, which defines timing for internal synchronization. Clock enable is a prerequisite for any register access or signal operation. Software must manage clock gating for power-performance trade-offs. Improper clock control will prevent interrupts and EDMA events from propagating.","Section 2.1 Clock Control","Explicit","PSC clock enable (LPSC GPIO)","YES","Enable the GPIO LPSC before configuring direction or interrupts; disable only after quiescing activity."
"TMS320C6452 GPIO","Two GPIO banks (2 x 16 signals, GP[31:0])","Interfaces","The device provides up to 32 GPIO signals organized into two banks of 16. Register files control a pair of banks using 32-bit-wide fields mapped per pin. Each pin maps to a consistent bit position across the banked registers. Bank organization is used for interrupt enables and status as well. Use the device data manual for package pin mapping details.","Section 2.2 Signal Descriptions; Section 2.5 GPIO Register Structure; Table 1","Explicit","PSC clock enable; Pin multiplexing","YES","Use bank numbers to determine the correct bit positions for configuration and status."
"TMS320C6452 GPIO","Pin multiplexing control","Configuration","Extensive pin multiplexing is used to support many peripheral functions on the package. GPIO function availability per pin depends on hardware boot configuration and software-programmable mux registers. Correct muxing must be established before using a pin as GPIO. Misconfigured muxing will block GPIO control and observation. Refer to the device-specific data manual for mux register details.","Section 2.3 Pin Multiplexing","Explicit","Device pinmux registers; PSC clock enable","YES","Apply pinmux first in the initialization sequence before DIR/interrupt setup."
"TMS320C6452 GPIO","Endianness-independent operation","Configuration","GPIO operation is independent of processor endianness. Register layouts and bit meanings are identical in both little- and big-endian modes. No byte-lane swapping is needed for GPIO accesses. This simplifies low-level driver portability across endianness settings. No special handling is required in the GPIO driver.","Section 2.4 Endianness Considerations","Explicit","NONE","NO","Standard memory-mapped accesses suffice regardless of endianness."
"TMS320C6452 GPIO","Per-pin direction control (DIR01)","Configuration","Each GPIO pin can be individually configured as input or output using the DIR01 register. By default all pins reset as inputs (bit value 1). Clearing a DIR bit configures the pin as output; setting it configures as input. Direction must be set prior to driving or sampling the pin. Direction changes should be coordinated with external circuitry to avoid contention.","Section 3.3 DIR01","Explicit","PSC clock enable; Pin multiplexing","YES","Initialize DIR after pinmux; avoid switching direction on active lines without ensuring safe external states."
"TMS320C6452 GPIO","Output drive via OUT_DATA01","Configuration","The OUT_DATA01 register holds the driven value for pins configured as outputs. Software can write the entire register (read-modify-write) to update multiple outputs at once. Reading OUT_DATA01 returns the register’s stored value, not necessarily the external pin state. For pins configured as inputs, writes to OUT_DATA01 have no effect. Use IN_DATA01 to observe actual signal levels.","Section 3.4 OUT_DATA01","Explicit","DIR configured as output for affected pins","YES","Prefer atomic SET/CLR registers for concurrency; use OUT_DATA01 when batch-updating many pins."
"TMS320C6452 GPIO","Atomic set-high (SET_DATA01)","Configuration","SET_DATA01 provides atomic set operations per pin to drive outputs high. Writing a 1 to a bit sets only that output without disturbing others, aiding multi-context control. Reading returns the output drive state of the corresponding pin. Writes do nothing on pins configured as inputs. This mechanism reduces the need for critical sections around GPIO updates.","Section 1.2 Features; Section 3.5 SET_DATA01","Explicit","DIR configured as output for affected pins","YES","Use SET_DATA01 for single-bit high transitions to avoid read-modify-write races."
"TMS320C6452 GPIO","Atomic clear-low (CLR_DATA01)","Configuration","CLR_DATA01 provides atomic clear operations per pin to drive outputs low. Writing a 1 to a bit clears only that output, leaving others unchanged. Reading returns the output drive state of the corresponding pin. Writes are ignored on pins configured as inputs. Atomic clear complements SET_DATA01 for race-free low transitions.","Section 1.2 Features; Section 3.6 CLR_DATA01","Explicit","DIR configured as output for affected pins","YES","Use CLR_DATA01 for single-bit low transitions to avoid read-modify-write hazards."
"TMS320C6452 GPIO","Input sampling and synchronization (IN_DATA01)","Interfaces","IN_DATA01 returns the current state of each GPIO pin. For inputs, it reflects the signal synchronized to the GPIO clock domain; for outputs, it returns the device-driven output value. This allows software to sample debounced logic levels aligned with the peripheral clock. Open-drain behavior, if present on certain signals, affects the observed value due to wired-logic. Use the data manual to determine any open-drain pins.","Section 2.7.2 Reading a GPIO Input Signal; Section 3.7 IN_DATA01","Explicit","PSC clock enable; Direction configured as needed","YES","Sample IN_DATA01 in the intended clock context; external pull-ups/pull-downs influence open-drain readings."
"TMS320C6452 GPIO","Per-pin edge-triggered interrupts","Interrupts","Each GPIO pin supports independent rising, falling, both, or no-edge interrupt detection. Configuration uses SET_RIS_TRIG01/CLR_RIS_TRIG01 and SET_FAL_TRIG01/CLR_FAL_TRIG01 registers. Edge detection is synchronized to the GPIO clock domain to avoid metastability. Direction need not be input to generate an interrupt; software-driven outputs can stimulate interrupts for test. Proper ISR servicing is required to clear status and avoid missed events.","Section 2.10.3 Configuring GPIO Interrupt Edge Triggering; Sections 3.8–3.11","Explicit","PSC clock enable; BINTEN bank enable; CPU interrupt routing","YES","Configure only one edge or both as required; ensure status is cleared after handling to re-arm detection."
