"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"TMS320C6452","C64x+ VLIW core and instruction set","Core","The device integrates a TMS320C64x+ fixed-point DSP core with an eight-issue VLIW pipeline that can dispatch multiple operations each cycle. It supports software pipelining, saturation arithmetic, rich bit manipulation, and SIMD-style operations on 16-bit lanes. A Harvard architecture with separate program and data paths sustains high throughput under real-time constraints. L1 caches and a configurable L2 minimize external memory stalls when tuned properly. Deterministic timing relies on careful scheduling, cache planning, and adherence to calling conventions.","CPU/ISA reference; Device overview","Explicit","None; optional cache and memory configuration during init","NO","Organize hot loops for software pipelining; validate performance with deterministic test cases; avoid pipeline hazards in ISR paths."
"TMS320C6452","L1P instruction cache","Memory/Cache","An on-chip L1P cache stores recently executed instructions to reduce fetch latency for tight loops. Typical capacity is around 32 KB with line-based allocation and replacement handled by the core. It is transparent to software but benefits from code layout that improves locality and prefetch behavior. Using L2 as SRAM to stage critical code can further improve determinism when needed. Cold-start penalties should be accounted for in latency-sensitive routines.","Caches and on-chip memory; L1P description","Explicit","Optional cache configuration via startup code","NO","Keep time-critical code contiguous and consider L2 locking for ISRs; measure cache warm-up effects and amortize through pre-run hooks."
"TMS320C6452","L1D data cache","Memory/Cache","The L1D cache accelerates access to frequently used data structures while reducing core stall cycles. A typical size near 32 KB is tightly coupled to the load/store units for single-cycle hits. DMA traffic must be coordinated to avoid coherency hazards with write-back and allocation policies. L2 configuration complements L1D for predictable latency on larger working sets. Buffer placement and alignment significantly influence effective bandwidth.","Caches and on-chip memory; L1D description","Explicit","Cache maintenance or non-cacheable regions when using DMA","NO","Align structures to cache lines; use writeback/invalidate around DMA buffers; prefer non-cacheable mappings for MMIO ranges."
"TMS320C6452","L2 unified SRAM/cache","Memory/Cache","The L2 memory can be configured as SRAM, cache, or a mix to balance capacity and determinism. Locking critical code and data in L2 SRAM prevents cache replacement from impacting deadlines. As cache, L2 extends the hot working set at lower latency than external memory. Partitioning and attribute setup should be selected early and held stable across builds. Proper L2 tuning is foundational to predictable real-time behavior.","L2 memory subsystem; Device memory map","Explicit","Startup configuration of L2 and memory attributes","NO","Reserve L2 SRAM for ISRs, stacks, and DMA descriptors; document the L2 partition and enforce it across releases."
"TMS320C6452","IDMA (internal DMA)","DMA","IDMA performs fast internal transfers between L2 and L1 without the overhead of EDMA setup. It operates under CPU control and is best suited to small, latency-sensitive moves such as staging code into L1. Programming is simpler than EDMA but is limited to on-chip address spaces. It complements EDMA which should handle bulk or peripheral-driven transfers. Coordination with cache policies prevents stale data after moves.","CPU subsystem: IDMA registers","Explicit","None; coordinate with cache settings","NO","Use IDMA for short deterministic copies; prefer EDMA for large or chained transfers; ensure destination visibility with cache maintenance."
"TMS320C6452","DDR2/mDDR memory controller","Memory Controller","The external DDR2 controller provides access to SDRAM compliant with JEDEC standards for capacity and bandwidth scaling. Initialization requires programming timing registers and issuing the power-up and mode register sequence exactly per the memory datasheet. Refresh intervals, drive strength, and any PHY/VTP calibration must be set for the specific board design. Post-initialization pattern tests validate margins before enabling high-throughput clients. Stable clocks and PSC enables are prerequisites for safe operation.","DDR2 controller: SDCR, SDTIMx, SDRCR; Initialization sequence","Explicit","PSC enable for DDR2; stable PLL/clock; board-specific DDR2 parameters","YES","Derive timings from the DIMM/device datasheet; verify with stress tests; enable caches and DMA only after DDR integrity is confirmed."
"TMS320C6452","EDMA3 DMA engine","DMA","EDMA3 provides high-throughput, non-blocking data movement between memory and peripherals using programmable PaRAM sets. Linked and chained scatter-gather operations enable complex transfers with minimal CPU intervention. Channels map to queues and transfer controllers that arbitrate bandwidth and priority. Completion and error conditions are reported via IPR/ICR and CCERR for robust control. QDMA triggers allow fast CPU-initiated copies when latency matters.","EDMA3 CC/TC: DCHMAP, DMAQNUM, EER/EESR, IPR/ICR, CCERR","Explicit","PSC enable for EDMA CC/TC; INTC mapping; optional peripheral event routing","YES","Align and place PaRAM/descriptors in coherent memory; clear completion in ICR after reading IPR; size bursts to match cache and bus widths."
"TMS320C6452","UART","Serial","The UART is 16550-like with configurable data bits, parity, and stop bits for flexible serial links. RX/TX FIFOs reduce interrupt rate and help sustain higher baud rates without overruns. Baud generation uses DLL/DLH divisors derived from a known input clock and must meet target tolerance. Flow control and interrupt modes allow trade-offs between latency and CPU load. EDMA can be used for sustained high-rate streams when justified by throughput.","UART: THR/RBR, LCR, FCR, DLL/DLH, IER/IIR, PWREMU_MGMT","Explicit","PSC enable; PINMUX; clock reference for baud; INTC mapping","YES","Reset FIFOs before enabling; compute baud divisors and verify error; choose interrupt versus EDMA servicing based on throughput."
"TMS320C6452","I2C controller","Serial","The I2C module supports standard and fast modes in master or slave operation with programmable SCL timing. Transfers are controlled by ICMDR while status and error reporting appear in ICSTR. External pull-ups on SDA/SCL are mandatory for reliable open-drain signaling. Interrupts cover ready, NACK, arbitration lost, bus busy, and completion to simplify robust drivers. Multi-byte transfers require correct ICCNT programming and proper START/STOP sequencing.","I2C: ICOAR, ICSAR, ICPSC, ICCL/ICCH, ICCNT, ICMDR, ICSTR","Explicit","PSC enable; PINMUX; external pull-ups; INTC mapping if interrupts used","YES","Handle NACK/arbitration lost per ICSTR; program ICCNT correctly; deassert STOP only after the last byte is acknowledged."
"TMS320C6452","SPI controller","Serial","The SPI module provides master and slave transfers with programmable clock polarity and phase for peripheral compatibility. Word length, bit order, and inter-word delays are configured via SPIFMT and SPIDELAY registers. Data moves through SPIDATx and SPIBUF with optional interrupts for flow control. Chip-select polarity and timing are software-defined to meet device requirements. EDMA can offload long transfers to reduce CPU overhead.","SPI: SPIGCR0/1, SPIFMTx, SPIDELAY, SPIBUF, SPIDATx","Explicit","PSC enable; PINMUX; chip-select wiring; optional EDMA/interrupts","YES","Reset and configure SPIGCR0/1 before enabling; select CPOL/CPHA to match the slave; align buffers if using EDMA."
"TMS320C6452","GPIO","GPIO","The GPIO module exposes up to 32 pins that can be configured as inputs or outputs under software control. Direction is set per bit and data is written via SET_DATA/CLR_DATA or read via IN_DATA. Edge detection supports rising and falling edges with latched status for interrupts. Bank-level enables and status registers control interrupt delivery to the INTC. Debounce and ESD protections are typically external design concerns.","GPIO: DIR, SET/CLR_DATA, IN_DATA, SET/CLR_RIS_TRIG, BINTEN, INTSTAT01","Explicit","PSC enable; PINMUX; INTC mapping; optional EDMA trigger usage","YES","Enable via PSC before access to avoid bus hangs; clear edge flags after servicing; debounce externally if needed."
"TMS320C6452","64-bit General-Purpose Timer (dual 32-bit capable)","Timer","The general-purpose timer implements a 64-bit counter that can be split into two independent 32-bit timers. Period and control registers configure one-shot or periodic operation with precise compare events. Interrupts can be generated on compare or overflow to drive scheduling ticks or timeouts. The timer supports timestamps, PWM-like waveforms, and capture depending on pinmux. Accurate prescaler selection depends on the known input clock rate.","Timer: TIM12/TIM34, PRD12/PRD34, TCR, TGCR, INTCTL","Explicit","PSC enable; INTC mapping; optional PINMUX for capture/PWM","YES","Select 64-bit or dual 32-bit mode early; compute prescalers carefully; keep ISR short and defer work to tasks."
"TMS320C6452","PLL and clock tree","Clocking","The main PLL multiplies a reference oscillator to generate CPU and system clocks for performance scalability. Dividers create peripheral clocks that feed modules such as GPIO, timers, and serial ports. Reprogramming requires a defined sequence with command and status handshaking to avoid unlock glitches. Peripheral timing assumptions must be updated coherently after PLL changes. Clock stability must be confirmed before enabling DDR and high-speed peripherals.","PLLC: PLLCTL, PLLM, PLLDIVx, PLLCMD, PLLSTAT","Explicit","Stable reference clock; correct programming order; integration with PSC sequencing","YES","Follow the documented lock/unlock sequence and poll PLLSTAT; update peripheral dividers atomically; verify derived clocks during bring-up."
"TMS320C6452","Power and Sleep Controller (PSC/LPSC)","Power","The PSC manages power and clock gating of modules grouped into domains to save energy. Each peripheral has an LPSC state machine that must reach ENABLE before any register access. Transitions are requested via PTCMD and observed through PTSTAT and MDSTAT fields. Proper sequencing avoids bus stalls and unsafe pin toggling during state changes. Gating unused modules reduces dynamic and static power in steady-state.","PSC: PTCMD, PTSTAT, MDCTL[n], MDSTAT[n]","Explicit","Required by all peripheral drivers; domain sequencing per SoC integration","YES","Always enable a module via PSC before touching its registers; poll for transition completion; gate unused modules to save power."
"TMS320C6452","Pin multiplexing and KICK unlock","Configuration","Many pins are multiplexed between peripheral functions and GPIO to optimize package pin count. Access to protected system registers may require unlocking KICK registers with device-specific keys. Correct mux selection ensures signal availability and prevents conflicts across modules. Boot configuration may set initial mux states that software should revisit during bring-up. Reserved fields must be preserved when writing pinmux registers to avoid unintended side effects.","Device configuration/PINMUX; KICK0/KICK1 unlock keys","Explicit","KICK unlock sequence; ordered with PSC enables to avoid unsafe pin toggling","YES","Perform an early PINMUX configuration step; document and review conflicts; maintain a board-specific mux table under revision control."
