"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"TMS320C6452 DSP GPIO","Banked GPIO architecture (2×16, GP[31:0])","Architecture","The GPIO peripheral exposes up to 32 signals arranged as two banks of 16 pins. Control and data registers are organized per pair of banks, with bit positions mapping directly to pin numbers. This banking simplifies bulk enable and status operations. Register naming follows the XY convention where X and Y denote the two banks. The table maps each GP[n] to its bank and bit index.","Section 2.2 Signal Descriptions; Section 2.5 GPIO Register Structure; Table 1","Explicit","PSC clock; Pin multiplexing","YES","Plan pin usage across banks for efficient ISR demultiplexing and EDMA triggers."
"TMS320C6452 DSP GPIO","Direction control with default input (DIR01)","Configuration","Each pin can be configured as input (=1) or output (=0) via DIR01, with all pins defaulting to inputs after reset. Direction is independently selectable per pin across both banks. Software must program DIR before driving outputs. Reads of DIR reflect configuration state. This is the primary mode control for GPIO pins.","Section 3.3 DIR01; Figure 4; Table 5","Explicit","PSC clock","YES","Initialize DIR only after pinmux assigns the pad to GPIO to avoid contention."
"TMS320C6452 DSP GPIO","Output control via OUT_DATA/SET_DATA/CLR_DATA","Configuration","Outputs can be driven using either a single OUT_DATA01 read-modify-write or atomic set/clear via SET_DATA01 and CLR_DATA01. SET drives selected outputs high and CLR drives them low without affecting other bits. OUT_DATA mirrors the programmed output states, not the actual pad level if configured as input. This provides safe multi-context control without critical sections.","Section 2.6.2; Sections 3.4–3.6 (OUT_DATA01, SET_DATA01, CLR_DATA01)","Explicit","PSC clock","YES","Prefer SET/CLR for ISR-safe, lockless bit updates across software contexts."
"TMS320C6452 DSP GPIO","Input sampling and readback (IN_DATA01)","Interfaces","IN_DATA01 returns the synchronized state of each GPIO pin. For pins configured as inputs, it reflects the debounced state aligned to the GPIO clock domain. For pins configured as outputs, it returns the value being driven (or wired-logic value for open-drain pads). This allows software to verify external levels and output assertions.","Section 2.7.2; Section 3.7 IN_DATA01","Explicit","PSC clock","YES","When using open-drain or wired-OR connections, rely on IN_DATA to read the resolved bus state."
"TMS320C6452 DSP GPIO","Per-pin edge-triggered interrupt generation","Interrupts","Each GPIO pin can generate an interrupt on rising, falling, both, or no edges. Edge detection is synchronized to the GPIO peripheral clock to avoid metastability. Control is via SET_RIS_TRIG/CLR_RIS_TRIG and SET_FAL_TRIG/CLR_FAL_TRIG bitmaps. This enables flexible event signaling from external pins. Direction does not need to be input for interrupt generation, useful for debug.","Section 2.10.3; Sections 3.8–3.11 (SET_RIS_TRIG01, CLR_RIS_TRIG01, SET_FAL_TRIG01, CLR_FAL_TRIG01)","Explicit","PSC clock; CPU interrupt controller","YES","Configure only one edge by setting SET on the desired edge and CLR on the other to prevent double interrupts."
"TMS320C6452 DSP GPIO","Per-bank interrupt enable and status","Interrupts","Bank-level enable in BINTEN controls whether pins in bank 0 or 1 can act as interrupt sources. INTSTAT01 provides per-pin pending status with write-1-to-clear semantics. Software must demultiplex pending bits and clear them after service. No GPIO interrupts are multiplexed with other functions on this device. This simplifies ISR design and latency control.","Section 2.10.2; Section 2.10.4–2.10.5; Section 3.2 BINTEN; Section 3.12 INTSTAT01","Explicit","CPU interrupt controller","YES","Use read-mask-clear (write-1-to-clear) on INTSTAT01 to avoid spurious clears on unrelated pins."
"TMS320C6452 DSP GPIO","EDMA event generation from GPIO edges","DMA/Buffering","GPIO edge events can be routed as synchronization events to the EDMA. Bank enable bits in BINTEN affect both interrupt and EDMA event routing. This supports DMA-driven capture or processing pipelines triggered by external signals. Event details are device-specific and described in the data manual. Integration offloads the CPU for high-rate edge activity.","Section 1.2 Features; Section 2.10.1; Section 2.11 EDMA Event Support; Section 3.2 BINTEN note","Explicit","EDMA controller; BINTEN; CPU/SoC event crossbar (device DM)","YES","Align EDMA PaRAM options to edge frequency; ensure ISR and EDMA do not race on shared flags."
"TMS320C6452 DSP GPIO","GPIO peripheral clocking (CPU/6)","Power/Clock","The GPIO peripheral clock is disabled by default and must be enabled via the local PSC. Once enabled, the GPIO clock runs at CPU/6. Edge detection and input synchronization operate in this clock domain. Correct clocking is prerequisite for register access and interrupt operation. Software must manage clock gating around low-power modes.","Section 2.1 Clock Control","Explicit","Power and Sleep Controller (PSC)","YES","Enable the PSC module before any GPIO register access; otherwise reads return reset values and writes are ineffective."
"TMS320C6452 DSP GPIO","Power management and low-power behavior","Power","The PSC controls GPIO power states, enabling reduced-power modes during inactivity. While in low-power, interrupt generation is suspended until the peripheral is re-enabled. Output pins retain their driven states across low-power entry. Software must sequence PSC transitions to avoid missing critical edges.","Section 2.12 Power Management","Explicit","PSC; System power policy","YES","Before entering low-power, quiesce edge sources or mask BINTEN to prevent lost events."
"TMS320C6452 DSP GPIO","Pin multiplexing control (pad selection)","Interfaces","GPIO shares package pins with other peripherals via extensive pin multiplexing. Pinmux is configured by a combination of reset configuration and software-programmable registers described in the device data manual. GPIO functionality is available only when the pad is assigned to GPIO. This allows flexible board-level pin reuse. Incorrect pinmux can prevent GPIO operation.","Section 2.3 Pin Multiplexing","Explicit","Device pinmux registers (device DM)","YES","Always apply pinmux before DIR/OUT configuration to avoid bus contention with other peripherals."
