"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"TMS320C6452 DSP","PSC/LPSC enable for GPIO module","Power","The GPIO module is clock-gated after reset and remains inactive until explicitly enabled. Enabling is performed through the Power and Sleep Controller (PSC) and its local PSC (LPSC) state machine for the GPIO module. Software must execute the module enable sequence and poll/verify the transitioned state before any register access that affects pins. Accessing GPIO registers prior to enable has no external effect and can mislead bring-up diagnostics. Perform this step early in initialization to make subsequent configuration deterministic. Keep the enable order consistent across boots to ease debug and reproducibility.","PSC enable sequence; LPSC for GPIO module","Explicit","PSC domain ON; LPSC for GPIO transitioned to ENABLE","NO","Always verify the final PSC state and handle errors before proceeding to pinmux and DIR configuration."
"TMS320C6452 DSP","Pin multiplexing selection for GPIO pins","Configuration","Many device pins are multiplexed among alternate functions and do not default to GPIO. The pin multiplexing (pinmux) control must route the desired package pins to the GPIO function before direction or data is set. Applying pinmux first avoids driving unintended peripherals and prevents latch-up or bus contention. Board constraints and schematic mappings should guide which pins are safe to switch to GPIO. Configure only the pins actually needed and leave others at their reset-safe function. Re-read back pinmux settings to confirm the intended map before I/O becomes active.","Pinmux control registers","Explicit","Pinmux control registers configured; board constraints applied","NO","Stage pinmux configuration before DIR/data programming and document board-specific mappings for maintainability."
"TMS320C6452 DSP","Per-bit direction control via DIR","Interfaces","Each GPIO bit can be individually configured as input or output via the direction register (DIR). Program outputs only after pinmux and power are valid to avoid glitches at the pad. For inputs, enable any required pull configuration externally or via board design if applicable. When switching a pin from output to input, drive it to a benign level first to minimize transients. Masked writes and read-back verification help ensure only targeted bits are affected. Keep a cached shadow of DIR if multiple contexts update direction.","GPIO.DIR register","Explicit","GPIO clock enabled; pinmux set for targeted pins","NO","Batch direction updates logically to reduce ISR contention and validate with a read-back compare in debug builds."
"TMS320C6452 DSP","Atomic output set/clear operations","Performance","Use the dedicated SET_DATA and CLR_DATA registers for atomic modification of output bits. These registers avoid read-modify-write hazards that can occur when multiple contexts access the GPIO port. Prefer atomic updates over full-port OUTDATA writes for partial bit changes. This improves determinism and prevents unintended toggles under interrupt preemption. Maintain masks for groups of outputs to simplify safe multi-bit sequences. Verify the intended level with a non-destructive read when timing allows.","GPIO.SET_DATA; GPIO.CLR_DATA","Explicit","DIR configured for outputs; GPIO clock enabled","NO","Avoid OUTDATA RMW under concurrency; rely on atomic paths and short critical sections only when absolutely necessary."
"TMS320C6452 DSP","Read inputs via INDATA","Interfaces","The INDATA register provides synchronized snapshots of the GPIO input levels. Sampling should apply bit masks to read only the pins of interest and prevent spurious interpretation. Because inputs are synchronized, expect a small and bounded latency relative to the external signal. Polling intervals should account for debounce and external hardware filtering as needed. For high-rate events, prefer interrupts or DMA-triggered capture over tight polling loops. Validate input polarity against board wiring before deployment.","GPIO.INDATA","Explicit","GPIO clock enabled; pins configured as inputs","NO","Introduce debouncing in software or hardware for mechanical inputs and document expected active level per signal."
"TMS320C6452 DSP","Rising-edge detection enable","Interrupts","Enable per-pin rising-edge detection using the SET_RIS_TRIG register and disable using CLR_RIS_TRIG. Clear any latched status prior to enable to avoid spurious first interrupts. Configure routing to the desired CPU vector before unmasking to maintain a safe servicing path. Ensure ISR latency and work budget can handle possible burst arrivals. Periodically verify that status clearing semantics are functioning as expected under stress. Keep edge enables tightly scoped to the pins in active use only.","GPIO.SET_RIS_TRIG; GPIO.CLR_RIS_TRIG","Explicit","Interrupt routing prepared; status registers cleared","NO","Always clear stale status before enabling edges and confirm the ISR clears both module and CPU flags."
"TMS320C6452 DSP","Falling-edge detection enable","Interrupts","Enable per-pin falling-edge detection using the SET_FAL_TRIG register and disable using CLR_FAL_TRIG. As with rising edges, clear any pre-existing status to prevent false triggers at activation. Coordinate edge polarity with external circuitry so the intended transition is captured. Route the event through the interrupt infrastructure before unmasking to ensure a valid ISR path. Validate behavior with controlled stimuli across temperature and voltage corners. Keep documentation of which signals are active-low for future maintenance.","GPIO.SET_FAL_TRIG; GPIO.CLR_FAL_TRIG","Explicit","Interrupt routing prepared; status registers cleared","NO","Match edge polarity to board signalling and test with both single and burst transitions during bring-up."
"TMS320C6452 DSP","Latched edge status (write-one-to-clear)","Interrupts","Per-pin status latches capture edge events until cleared by software using a write-one-to-clear (W1C) semantic. Reading status identifies which pins asserted and in what combination. Clearing serviced bits promptly prevents re-entry and lost events under high rates. Implement a deterministic order for read/clear to avoid race conditions. Coordinate with CPU flag handling so both module and core-level flags are serviced. Confirm no unintended clears occur when writing adjacent bits.","GPIO interrupt status register (W1C)","Explicit","GPIO status registers accessible; CPU IFR handling in place","NO","Use a strict read-modify-write mask for W1C writes and verify end-to-end in ISR unit tests."
"TMS320C6452 DSP","Banked interrupt aggregation","Interrupts","GPIO pins are organized into banks that aggregate interrupt lines to the CPU. On an interrupt, first read the bank status and then resolve down to per-pin status to find exact sources. Multiple pins within a bank may assert simultaneously and must be handled without loss. Ensure the ISR loops through all active bits before exit to avoid missing events. Balance bank size and vector usage according to system latency and throughput goals. Provide back-pressure or event coalescing if software cannot keep up.","GPIO bank interrupt status/enable; aggregated INT line","Explicit","Interrupt mux configured; bank line mapped to CPU INTx","NO","Design ISRs to drain all active sources per entry and instrument service time to prevent overruns."
"TMS320C6452 DSP","Per-pin direct interrupt option","Interrupts","Some devices support routing individual GPIO pins directly to distinct CPU interrupt lines. Selecting direct routing can reduce identification overhead and improve latency when vectors are available. Availability and exact mappings depend on the specific device configuration. Evaluate vector budget and prioritize latency-critical signals for direct mapping if supported. Fall back to banked aggregation when vectors are constrained. Document any per-pin direct routes so maintenance does not inadvertently remap them.","Interrupt mapping tables; per-pin routing (availability UNKNOWN)","Inferred","Interrupt mapping tables applied; availability device-specific (UNKNOWN)","YES","Confirm hardware support before relying on direct routes and gate enablement behind device-detection logic."
