"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"KeyStone PCIe Module","Root Complex (RC) mode","Interfaces","The controller can operate as a PCIe Root Complex and manage downstream endpoints. The driver selects RC mode, configures capabilities, and initiates link training. After link-up it performs enumeration via configuration transactions. Access to downstream configuration is done through dedicated windows once L0 is reached. Robust sequencing requires clocks and SerDes lock before enabling LTSSM.","DEVSTAT.PCIESSMODE; CMD_STATUS.LTSSM_EN; CFG_SETUP","Explicit","Module power/clock enabled; DEVSTAT.PCIESSMODE=RC; SerDes configured and locked; CMD_STATUS.LTSSM_EN","YES","Ensure SerDes is configured and use conservative timeouts while waiting for L0 before enumeration."
"KeyStone PCIe Module","Endpoint (EP) mode (single-function)","Interfaces","The controller supports single-function PCIe Endpoint operation. The driver programs EP mode and configures BAR apertures and capabilities for host access. Inbound translation regions handle host-initiated transactions to local memory. Interrupts are signaled using MSI or legacy INTx depending on platform support. Configuration follows host enumeration policies.","DEVSTAT.PCIESSMODE; BARn; IB translation; MSI capability","Explicit","Module power/clock; DEVSTAT.PCIESSMODE=EP; BARs and IB translation configured","YES","Prefer MSI over INTx for performance and ensure BAR sizes align with application needs."
"KeyStone PCIe Module","Gen1/Gen2 link speeds (2.5/5.0 GT/s)","Performance","The controller negotiates PCIe Gen1 or Gen2 data rates during training. Software configures Port Logic Gen2 parameters as required for Gen2 operation. Stable SerDes PLL lock is mandatory prior to enabling the LTSSM. The negotiated rate is reflected in link status and impacts throughput and latency. Equalization and clocking must meet board design constraints.","PL_GEN2; SERDES_PLL lock","Explicit","Stable reference clock; SerDes PLL lock; PL_GEN2 configured","YES","Start training at Gen1 for bring-up if needed, then retrain to Gen2 after validating signal integrity."
"KeyStone PCIe Module","x1/x2 link width with dynamic width conversion","Performance","The controller operates with one or two lanes and can down-train if fewer lanes are available. Width negotiation occurs automatically during link training. No software-controlled split of x2 into two independent x1 links is supported. Performance scales with active lanes but remains functional with reduced width. Software primarily monitors negotiated width for policy decisions.","UNKNOWN","Explicit","SerDes lanes wired; proper pinmux; link training enabled","NO","Design routing to support the intended width and verify negotiated width via link status registers."
"KeyStone PCIe Module","Automatic lane reversal","Configuration","Automatic lane reversal compensates for differential lane swaps on the PCB. The feature engages during link initialization without explicit software programming. Operation is transparent to higher layers once the link is trained. The driver only needs to enable link training and verify link health. No runtime controls are typically required.","UNKNOWN","Explicit","SerDes lanes connected; LTSSM enabled","NO","Validate during bring-up with lane-swap boards and rely on hardware negotiation for stability."
"KeyStone PCIe Module","RX polarity inversion support","Configuration","Receiver polarity inversion support tolerates differential pair flips. Configuration may be automatic or limited to SerDes setup steps. After link-up, data integrity indicates correct polarity handling. The driver should only adjust if diagnostics reveal polarity issues. Normal operation requires no periodic software intervention.","UNKNOWN","Explicit","SerDes configured; link training/diagnostics available","NO","Use link diagnostics and error counters to confirm polarity handling after initial training."
"KeyStone PCIe Module","Single Virtual Channel and Traffic Class","Configuration","The controller implements a single Virtual Channel and one Traffic Class. This simplifies traffic management and eliminates the need for VC arbitration. Credit management is handled automatically by hardware. The driver aligns expectations and does not attempt to configure multiple VCs. QoS must be achieved using other available tagging mechanisms.","PCIe config space (single VC/TC)","Explicit","Hardware fixed capability; standard PCIe config space","NO","Do not attempt multi-VC negotiation; design QoS using priority or ordering attributes instead."
"KeyStone PCIe Module","Max payload/request sizes (OB 128B, IB 256B, MRRS 256B)","Performance","Hardware limits outbound TLP payloads to 128 bytes and inbound to 256 bytes. The maximum read request size is 256 bytes. The driver programs Device Control to enforce MPS and MRRS accordingly. DMA and memcpy sizes should respect these limits to avoid segmentation. Exceeding limits reduces performance due to extra TLPs and completions.","PCIe Capability Device Control.MPS; Device Control.MRRS","Explicit","PCIe Capability Device Control; application limits documented","YES","Configure MPS/MRRS early and validate effective values by reading back Device Control after training."
"KeyStone PCIe Module","Advanced Error Reporting (AER) and ECRC","Error handling","The controller supports PCIe Advanced Error Reporting for detailed fault logging. Correctable and uncorrectable status registers allow fine-grained diagnosis. Optional ECRC generation/check can be enabled depending on system support. The driver enables reporting, masks as needed, and clears logs on service. Integration with system health monitoring is recommended for reliability.","AER capability; PCIE_ACCR; PCIE_CERR/UNCERR","Explicit","AER capability; PCIE_ACCR; PCIE_CERR/UNCERR and masks","YES","Capture first error pointers promptly in ISR paths and rate-limit noisy endpoints with policy controls."
"KeyStone PCIe Module","ASPM L0s/L1 power management","Power","Active State Power Management states L0s and L1 reduce link power at light loads. The driver coordinates entry and exit policies based on latency budgets. Negotiation occurs with the link partner through standard PCIe mechanisms. Excessive latency sensitivity may require disabling or biasing ASPM settings. L2 state is not supported and must not be requested.","PCIe PM capability; PMCFG","Explicit","PCIe PM capability; PMCFG; platform policy","YES","Align ASPM settings with system sleep policies and verify wake latency under target workloads."
"KeyStone PCIe Module","Legacy INTx support (RC receive / EP generate)","Interrupts","Legacy INTx signaling is supported for compatibility with older systems. In RC mode, the controller receives and services INTx from endpoints. In EP mode, the device can assert INTx toward the host. The driver enables and clears legacy interrupt bits and routes events to the SoC interrupt controller. Prefer MSI when available to reduce latency and sharing issues.","LEGACY_*; IRQ_EOI","Explicit","LEGACY_* IRQ regs; SoC interrupt routing; IRQ_EOI","YES","Use INTx only when MSI is unavailable or during early bring-up to simplify host configuration."
"KeyStone PCIe Module","MSI support (EP generate / RC receive)","Interrupts","Message Signaled Interrupts provide efficient event delivery without sideband pins. Endpoint mode programs MSI address and data then triggers writes to signal events. Root Complex mode enables MSI reception and dispatches vectors to handlers. The driver prioritizes MSI over INTx where supported. Vector allocation and affinity should match workload distribution.","MSI capability; MSI*_IRQ_ENABLE_SET/CLR","Explicit","MSI capability; MSI*_IRQ_ENABLE_SET/CLR; SoC IRQ routing","YES","Validate MSI address/data programming with test writes and confirm vector delivery in ISR logs."
"KeyStone PCIe Module","PHY loopback (RC mode)","Debug","PHY loopback enables link-path validation during bring-up. The driver enables loopback controls and monitors LTSSM and error counters. This aids isolation of board-level signal integrity issues. Loopback testing should be performed before device enumeration. Disable loopback before normal traffic to avoid unintended isolation.","Port Logic/PHY loopback controls; DEBUG0/1","Explicit","Port Logic/PHY loopback controls; DEBUG0/1","YES","Use loopback with short test windows and reset the link afterward to restore normal operation."
"KeyStone PCIe Module","Outbound address translation windows","Configuration","Outbound windows translate SoC addresses into PCIe memory, I/O, or config TLPs. The driver sizes windows with OB_SIZE and programs offsets and attributes. Once enabled, software can reach remote devices within programmed apertures. Careful sizing prevents unintended access to peer resources. Disable or tighten windows during error recovery.","OB_SIZE; OB_OFFSET_INDEX/HI; CMD_STATUS.OB_XLT_EN","Explicit","OB_SIZE; OB_OFFSET_INDEX/HI; CMD_STATUS.OB_XLT_EN","YES","Group outbound regions by usage (config vs memory) and document address maps for firmware users."
"KeyStone PCIe Module","Inbound address translation regions (4)","Configuration","Inbound regions map PCIe addresses into SoC memory for host-initiated access. The driver matches BARs and programs start and offset registers per region. Enabling inbound translation allows safe reception of posted and non-posted requests. Aperture sizing is critical to protect unrelated memory. Review protection policies before exposing inbound paths.","IB_BARn; IB_STARTn_LO/HI; IB_OFFSETn; CMD_STATUS.IB_XLT_EN","Explicit","IB_BARn; IB_STARTn_LO/HI; IB_OFFSETn; CMD_STATUS.IB_XLT_EN","YES","Keep inbound regions minimal and revoke access rapidly during teardown or fault conditions."
