"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"KeyStone PCIe Module","Dual operation modes: Root Complex and End Point","Interfaces","The controller supports dual operation as a Root Complex (RC) or an End Point (EP). Mode selection is via bootstrap pins PCIESSMODE[1:0] and can be overridden in software. As EP it can operate as legacy or native PCIe endpoint. RC and EP initialization sequences are explicitly defined. This flexibility allows the same silicon block to fit host or device roles.","Section 1.4.1; Section 2.11.1/2.11.2; CMD_STATUS[LTSSM_EN]","Explicit","PCIESSMODE pins; DEVSTAT; LTSSM enable; SerDes clock","YES","Select mode early and follow the prescribed init sequence before enabling link training."
"KeyStone PCIe Module","Link width x1/x2 with dynamic width conversion and automatic lane reversal","Performance","The link implements a single bidirectional interface that can be configured for ×1 or ×2. Dynamic width conversion is supported allowing operation across training and power states. The PHY provides automatic lane reversal to simplify routing. Polarity inversion on receive is also available. The module cannot split a ×2 link into two ×1 ports.","Section 1.3 Features; Section 1.4; LINK_CAP[MAX_LINK_WIDTH]; SERDES_CFGx[RX_INVPAIR]","Explicit","SerDes lanes; PL_LINK_CTRL[LNK_MODE]; LINK_CAP","YES","Keep routing symmetric and enable lane reversal only when required by the board."
"KeyStone PCIe Module","Gen1/Gen2 link speeds with directed speed change and de-emphasis control","Performance","Operation at 2.5 GT/s and 5.0 GT/s per lane is supported. The PHY keeps PLL at 2.5 GHz while data bus widens for Gen2. Software can request a directed speed change after initial Gen1 link up. De-emphasis and TX swing are configurable for Gen2. Compliance and margin controls are provided in LINK_CTRL2 and PL_GEN2.","Sections 2.3.3 and 2.10.2.2; LINK_CTRL2[TGT_SPEED,SEL_DEEMPH]; PL_GEN2[DIR_SPD,DEEMPH,CFG_TX_SWING]","Explicit","SerDes PLL; LINK_CTRL2; PL_GEN2","YES","Program de-emphasis only for upstream ports and verify common clock/SSC settings before speed change."
"KeyStone PCIe Module","Endian modes with byte swap control for inbound and outbound transactions","Configuration","The subsystem supports both little and big endian systems while the PCIe core is little endian at pins. For big endian systems, programmable byte swap modes exist for inbound and outbound paths. Swizzle options cover 1-, 2-, 4-, and 8-byte boundaries. Control is via the ENDIAN register. Tables define exact lane mappings for conversion.","Section 2.10.2; Table 2-8; Table 2-9; ENDIAN[ENDIAN_MODE]","Explicit","ENDIAN register; system endianness strapping","YES","Ensure consistent swap mode across DMA, EDMA, and software buffers to avoid data corruption."
"KeyStone PCIe Module","Outbound address translation: 32 regions with 1–8 MB windows and 32/64-bit PCIe addressing","Configuration","Outbound TLPs are translated using 32 equally sized regions that map internal addresses to PCIe space. Region size is selectable as 1, 2, 4, or 8 MB via OB_SIZE. Each region has low and high offset registers and an enable bit. 64-bit PCIe addressing is supported by OB_OFFSETn_HI. Transactions violating region boundaries have unspecified behavior and must be contained.","Section 2.7.1; OB_SIZE; OB_OFFSET_INDEXn; OB_OFFSETn_HI; Example 2-1","Explicit","CMD_STATUS[OB_XLT_EN]; OB_* registers","YES","Partition memory into non-overlapping windows and align bursts so they do not cross translation region boundaries."
"KeyStone PCIe Module","Inbound address translation with four regions and BAR-based matching","Configuration","Inbound requests are accepted via BAR matching and can be translated into internal address space 1 using four regions. Each region binds to a BAR index and holds start and offset registers including 64-bit high parts. BAR0 is reserved to application registers and cannot be remapped. BAR1 has a special mode to use its own value as the translation start. This arrangement provides flexible inbound mapping while preserving control accessibility.","Section 2.7.2; IB_BARn; IB_STARTn_LO/HI; IB_OFFSETn; BAR0 exception and BAR1 note","Explicit","CMD_STATUS[IB_XLT_EN]; BAR setup; IB_* registers","YES","Associate regions with memory BARs only and avoid using BAR0 for any redirection as it targets application registers."
"KeyStone PCIe Module","BAR mask overlay and DBI_CS2 mechanism for self-configuration","Configuration","The EP or RC can preconfigure BAR sizes and types using mask registers that overlay the BARs when DBI_CS2 is set. This allows defining requested aperture and attributes before host enumeration. BAR0 mask is limited to upper bits as BAR0 targets application registers. Writes to mask registers are write-only and must be verified using test patterns. Software must clear DBI_CS2 once configuration is finished.","Section 2.7.3.1; CMD_STATUS[DBI_CS2]; BARx_MASK","Explicit","CMD_STATUS[DBI_CS2]; BARx and BARx_MASK","YES","Enable DBI_CS2 only during early init and always clear it before normal enumeration proceeds."
"KeyStone PCIe Module","Configuration access paths: local, remote type0/type1 and IO window (RC only)","Interfaces","Local configuration space is exposed in Address Space 0 and is 32-bit access only. RC accesses downstream devices by programming CFG_SETUP and issuing memory-mapped config reads/writes which convert to Type 0/1 TLPs. A remote IO window of 4 KB exists for RC via IOBASE. EP configuration is internally handled and responds after link comes up and retries are disabled. Type selection and bus/device/function targeting are programmed through CFG_SETUP.","Sections 2.8.1/2.11.1.2/2.11.2.2; CFG_SETUP; IOBASE; Address Space 0 map","Explicit","CFG_SETUP; IOBASE; CMD_STATUS[APP_RETRY_EN]","YES","Guard remote accesses until link is operational to avoid no-response timeouts."
"KeyStone PCIe Module","VBUSM master/slave interfaces and DMA usage model","DMA/Buffering","The PCIESS exposes a 128-bit slave port for outbound transactions and a 128-bit master port for inbound transactions. There is no internal DMA engine, but the device’s EDMA or other DMA controllers can be used to drive high throughput. Examples show EDMA memory write and read flows with 128-byte payload alignment. Expected sustainable bandwidth is ~85% of link throughput per lane and speed. Both master and slave ports are available in RC and EP modes.","Section 2.9; Examples 2-4/2-5; Section 1.4.3","Explicit","EDMA; system interconnect; OB/IB translation","YES","Size EDMA transfers to 128-byte multiples and align to 8-byte boundaries to avoid splits and maximize performance."
"KeyStone PCIe Module","MSI and legacy interrupt framework with EP generation and RC reception","Interrupts","The module supports MSI generation and reception as well as legacy INTx where applicable. EP can assert and deassert legacy interrupts using EP_IRQ_SET/CLR and generate MSIs by writing the MSI_IRQ vector at RC or peer EP BAR0. RC can receive 32 MSI vectors grouped into status/enable banks and also legacy INTA–D with EOI handling. Interrupt allocation and mapping are detailed with registers for status, enable, and raw status. EP-to-EP MSI is possible by targeting the peer’s BAR0 MSI window.","Sections 2.14.1–2.14.5; MSI_IRQ; MSIn_*; EP_IRQ_SET/CLR; LEGACY_*; IRQ_EOI","Explicit","MSI_CAP/MSI_*; Application routing to MSI_IRQ; IRQ controller","YES","Always clear MSIn status and write IRQ_EOI after servicing to allow re-trigger and avoid stickiness."
"KeyStone PCIe Module","Transaction and burst requirements on the internal bus","Performance","Internal bus transactions must be 128 bytes or less, with misaligned starts reducing maximum size to 120 bytes. Only incremental bursts are supported, with fixed and wrap types leading to undefined behavior. Write strobes must form a single contiguous run with no holes. Read interleaving is avoided if outbound reads do not exceed the configured max size. These constraints ensure reliable bridging between PCIe TLPs and internal bus.","Section 2.10.1 (Bus Mastering, Alignment, Burst, Read Interleaving, Byte Strobe)","Explicit","Device DMA and masters; TLPCFG[MAX_REQ/PAYLD]; System interconnect","YES","Validate driver burst templates and enforce strobe masks to prevent bus lockups."
"KeyStone PCIe Module","Device and link power management: D-states and ASPM L0s/L1","Power","The device implements PCI power states D0, D1, D2, D3hot and acknowledges D3cold as power-off. Link states L0, L0s, L1 and L3 are supported with L2 not supported. ASPM automatically manages L0s/L1 when enabled, with software also able to request L1 on device state transitions. The relationship of device and link states is specified. Timers and ACK frequency knobs are available to tune entry/exit latencies.","Sections 2.15.1–2.15.3; Figures 2-6/2-7/2-8; LINK_CAP[AS_LINK_PM]; ACK_FREQ","Explicit","PMCAP/PM_CTL_STAT; LINK_STAT_CTRL[ACTIVE_LINK_PM]; ACK_FREQ","YES","Coordinate system-level power and common clock policies to prevent training storms during ASPM transitions."
"KeyStone PCIe Module","Reset and power-domain handling including hot reset and module gating","Power","Hardware supports power-on and system resets with soft and hard variants. Software can issue downstream hot reset using RSTCMD[INIT_RST] and must observe a 100 ms minimum quiesce before use. Power-domain off resets the module and requires all traffic to be drained before toggling. Guidance is provided for PSC interactions and reinitialization, including re-training the link. Sticky bits may persist across soft reset and should be cleared by software if needed.","Sections 2.13.1–2.13.3; RSTCMD[INIT_RST,FLUSH_N]","Explicit","PSC/CLK tree; RSTCMD; CMD_STATUS","YES","Always poll FLUSH_N and interconnect idle before asserting INIT_RST or power gating the PCIe domain."
"KeyStone PCIe Module","Advanced Error Reporting with ECRC generation/check and header logging","Error handling","Baseline PCI/PCIe error reporting and Advanced Error Reporting (AER) are implemented. Uncorrectable and correctable error status, masks, and severities are provided with Root-side aggregation. ECRC generation and checking are controllable and capability-indicated. Header logs capture failing TLP headers for diagnosis. Root control exposes SERR mapping and PME interrupt enables.","Sections 2.16.1–2.16.2.3; PCIE_UNCERR/PCIE_CERR/PCIE_UNCERR_MASK/PCIE_UNCERR_SVRTY; PCIE_ACCR[ECRC_*]; ROOT_ERR_*","Explicit","DEV_STAT_CTRL; ROOT_CTRL_CAP; AER blocks","YES","Disable ECRC when peers lack support and clear sticky status bits after capture to avoid masking new faults."
"KeyStone PCIe Module","Port/link control, timers, and common-clock configuration","Configuration","Port Logic registers expose link bring-up control, training retries, and ACK/replay timing. COMMON_CLK_CFG advertises shared reference clock usage and influences training sequences. NUM_FTS and NFTS define fast training sequences with and without common clock. RCB size is configurable for RC completion boundary. These knobs allow adapting to platform clocking and SI.","Sections 2.2 and 3.9 (PL_LINK_CTRL, ACK_FREQ, SYM_NUM, LINK_STAT_CTRL[COMMON_CLK_CFG,RCB])","Explicit","Reference clocking; SSC; Port Logic regs","YES","Program common clock consistently on both link ends and match FTS/NFTS to backplane jitter and SSC usage."
"KeyStone PCIe Module","Debug and observability: LTSSM state, PIPE signals, and link monitors","Debug","Two DEBUG registers expose LTSSM state encoding, PIPE data/K indicators, IDLE detection, and training events. Appendix A maps encoded values to named LTSSM states. Additional indicators report link-up, TS1/TS2 reception, lane reversal, and skip handling. These hardware views aid bring-up, compliance, and field diagnostics. Use them to correlate software logs with link-layer behavior under stress.","Section 3.9.11/3.9.12; Appendix A Table A-1","Explicit","DEBUG0/DEBUG1; PL_FORCE_LINK","YES","Use DEBUGx polling during bring-up and log LTSSM transitions to correlate with partner behavior and SI captures."
"KeyStone PCIe Module","Message transmission and filter masks (vendor, completion checks, SKP cadence)","Configuration","Software can transmit arbitrary PCIe messages via PL_OMSG combined with PL_LINK_CTRL[OMSG_REQ]. Filter masks allow dropping vendor messages, relaxing completion attribute/length/tag checks, and handling out-of-BAR and poisoned TLPs. SKP insertion period and watchdogs are programmable. Completion attribute/length checks can be masked selectively for diagnostics. These controls help adapt to system policy and test flows.","Sections 3.9.3; 3.9.9 SYMTIMER_FLTMASK; 3.9.10 FLT_MASK2","Explicit","PL_OMSG; PL_LINK_CTRL; SYMTIMER_FLTMASK; FLT_MASK2","YES","Keep strict defaults in production and only relax filters under controlled test to avoid security or reliability regressions."
"KeyStone PCIe Module","Address Space 0 map: application, local config, remote config, and remote IO window","Interfaces","A 16 KB Address Space 0 is divided into four 4 KB regions. It contains application registers, local PCIe configuration, remote configuration access window, and an RC-only 4 KB IO window. All accesses must be 32-bit single transactions. This mapping enables uniform access from internal bus and over PCIe via BAR0. Burst transactions and caching are prohibited in this region.","Section 2.8.1; Figure 2-5; Table 2-7","Explicit","BAR0 mapping; internal bus slave","YES","Mark this space as non-cacheable and avoid bursts to prevent protocol violations."
"KeyStone PCIe Module","PIPE and PHY loopback capabilities for bring-up and test","Debug","The controller supports PIPE loopback in both RC and EP roles as loopback master or slave. PHY loopback can be configured using SerDes lane registers and by forcing LTSSM to Polling Active in RC mode. Constraints apply such as disabling LOS detect and setting loopback before traffic to avoid sequence rollovers. These modes allow symbol and TLP-level validation without external partners. Loopback master/slave roles are selectable through PL_LINK_CTRL and state forcing.","Section 2.12.1/2.12.2; SERDES_CFGx[TX_LOOPBACK,RX_LOOPBACK,RX_LOS]; PL_FORCE_LINK[LINK_STATE,FORCE_LINK]","Explicit","SerDes config; PL_FORCE_LINK; PL_LINK_CTRL","YES","Use PHY loopback only in RC mode and ensure BAR filters and base/limit ranges do not discard looped TLPs."
"KeyStone PCIe Module","Initialization sequences and retry gating","Configuration","RC and EP initialization sequences include enabling the SerDes PLL, waiting for lock, programming configuration space, and enabling LTSSM. APP_RETRY_EN can force retries to upstream during slow configuration phases. Link training completion is verified via DEBUG0[LTSSM_STATE]==0x11. Proper sequencing prevents enumeration issues and timeouts. Separate steps are defined for RC and EP to accommodate bus enumeration ordering.","Sections 2.11.1.1 and 2.11.2.1; PCIE_SERDES_CFGPLL/PCIE_SERDES_STS; CMD_STATUS[LTSSM_EN,APP_RETRY_EN]; DEBUG0","Explicit","SerDes refclk; power domain; CMD_STATUS","YES","Gate upstream access with APP_RETRY_EN until software completes BARs, masks, and interrupt setup."
"KeyStone PCIe Module","Legacy constraints and unsupported features (no hot-plug, no L2, no vendor messaging)","Configuration","The module explicitly does not implement certain optional PCIe capabilities. It lacks built-in hot-plug hardware support and L2 link state. It cannot split a ×2 link into two ×1 links and does not implement multiple VCs or TCs. Vendor messaging is not supported by default, and inbound IO access is not supported. Drivers must design around these limitations.","Section 1.3 (Unsupported features list)","Explicit","System design; backplane; OS PCIe stack","YES","Use external hot-plug controllers if required and avoid configurations that depend on L2 link state or vendor messages."
"KeyStone PCIe Module","Security and robustness policy: default UR/poison handling and vendor message drop","Security","By default the controller treats out-of-BAR and function-mismatched TLPs as Unsupported Request and drops vendor messages. Poisoned TLPs are flagged and may be treated as UR unless configured otherwise. Filter bits allow controlled overrides for test purposes. This policy reduces attack surface by enforcing strict address and function checks. AER status reflects violations, enabling system software to react and log.","SYMTIMER_FLTMASK[F1_UR_OUT_OF_BAR,F1_UR_FUN_MISMATCH,F1_UR_POISON]; FLT_MASK2[VMSG0_DROP,VMSG1_DROP]; Section 2.7.3.1","Inferred","Proper BAR programming; filter mask defaults; AER","YES","Keep UR defaults and vendor message drops enabled in production images for tighter security posture."
"KeyStone PCIe Module","Payload and request sizes and latency expectations","Performance","Maximum outbound payload is 128 bytes and inbound payload is 256 bytes. Maximum remote read request size is 256 bytes. The design targets ultra-low TX/RX latency. Sustained data rates around 85% of 2.0/4.0 Gbps are achievable at Gen1/Gen2 respectively assuming competent DMA. These parameters are programmable via capability and control registers.","Section 1.3 Features; Section 2.9","Explicit","DEVICE_CAP[MAX_PAYLD_SZ]; DEV_STAT_CTRL[MAX_REQ_SZ]","YES","Tune MAX_PAYLD/MAX_REQ in config space to match system fabric capabilities and EDMA burst pacing."
"KeyStone PCIe Module","SerDes clocking and PLL configuration with lock status","Power/Clock","The SerDes macro multiplies a differential reference clock and must be enabled and locked before any PCIe register access. The PCIE_SERDES_CFGPLL register programs bypass, bandwidth, VCO range, and multiplier, and ENPLL starts the PLL. LOCK status is exposed in PCIE_SERDES_STS with per-lane status bits. Reference clock and SSC/common clock guidance are provided. Stable lock is prerequisite for PCIe operation.","Sections 2.2 and 2.3.1–2.3.3; PCIE_SERDES_CFGPLL[ENPLL,LB,VRANGE,MPY]; PCIE_SERDES_STS[LOCK]","Explicit","Refclk source; board SI; device kicker unlock","YES","Wait for PLL LOCK and add >1µs regulator delay after ENPLL set per guidance before touching PCIESS registers."
"KeyStone PCIe Module","Root-side base/limit decoding and filtering of downstream address space","Interfaces","In RC mode, three base/limit pairs define downstream non-prefetchable, prefetchable, and IO windows. TLPs targeting addresses inside these ranges are forwarded downstream and not consumed by RC BARs. BARs on RC are applicable only for RC-local memory exposure and must be outside the base/limit ranges. This ensures correct routing and prevents misrouted completions. 64-bit prefetchable windows use upper-32 registers for base and limit.","Section 2.7.3 (Use of BARs in Type 1); MEMSPACE; PREFETCH_MEM; IOSPACE","Explicit","RC config space windows; OS enumerator","YES","Program windows after enumeration and ensure RC BARs, if any, do not overlap downstream decode regions."
"KeyStone PCIe Module","Interrupt and error event lines to CPU with grouping","Interrupts","Fourteen interrupt events are exposed to the SoC interrupt controller. MSI vectors are grouped four-per-CPU event, and legacy A–D map to separate lines in RC mode. Error events include system, fatal, non-fatal, correctable, AXI bridge fatal, and AER. Power/reset events include PME messages and link reset requests. EOI writes are required to release lines after status clear.","Table 2-10; IRQ_EOI; MSIn_*; LEGACY_*; ERR_*; PMRST_*","Explicit","CPU interrupt controller; IRQ routing","YES","Map groups carefully and document which MSI vectors share a CPU line to avoid handler ambiguity."
