"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"KeyStone PCIe Module","Dual-mode operation (Root Complex or End Point)","Interfaces","The controller supports operation as either a PCIe Root Complex or a PCIe End Point. Role selection is driven by bootstrap pins and can be overridden in device status registers before training. In RC mode it initiates configuration cycles and manages downstream enumeration for attached endpoints. In EP mode it exposes Type 0 configuration space and responds to host configuration requests. The selected role affects availability of certain apertures and the behavior of configuration and translation registers.","PCIESSMODE[1:0] (bootstrap); DEVSTAT override; CFG_SETUP[CFG_TYPE] Type0/1","Explicit","PSC power enabled; DEVSTAT[PCIESSEN]=1; valid SerDes refclk; finalize role before enabling LTSSM","YES","Select the intended role early at boot and keep it constant until a full reset and retrain."
"KeyStone PCIe Module","Link speed Gen1/Gen2 selection","Performance","The link supports 2.5 GT/s (Gen1) and 5.0 GT/s (Gen2) operational rates. Negotiation occurs during training under software policy via Link Control 2 and Port Logic GEN2 controls. Gen2 stability requires correct PHY equalization, board design, and clocking alignment. Software should bring up initially at Gen1, verify stability, then request Gen2 if supported. Always verify the negotiated speed post-training before enabling high-throughput features.","LINK_CTRL2; Port Logic GEN2 registers (PL_GEN2); LINK_STAT_CTRL","Explicit","Stable refclk; SerDes PLL lock; correct COMMON_CLK/SSC settings; proper routing","YES","Gate Gen2 enable behind a proven link to minimize bring-up instability."
"KeyStone PCIe Module","Link width x1/x2 with lane reversal and polarity inversion","Performance","The controller operates with x1 or x2 lanes depending on platform routing. Automatic lane reversal and receive polarity inversion enable flexible PCB routing without manual remaps. Down-training allows operation when only a subset of lanes are detected. Status registers expose active lanes and alignment to confirm negotiated width. Software should avoid forcing overrides unless board constraints demand it.","PCS_STATUS lane info; Port Logic/Debug lane state; SERDES_CFG0/1","Explicit","SerDes PLL locked; intended lanes enabled; partner device compatible","YES","Prefer automatic negotiation and use manual constraints only when necessary."
"KeyStone PCIe Module","Outbound address translation windows","Address Translation","Outbound translation maps SoC addresses into PCIe memory, I/O, or configuration spaces. Windows are programmed via indexed offset and size registers and then collectively enabled. Correct ordering requires programming target base and size prior to enabling the feature. Software must avoid generating outbound TLPs until link is up to prevent timeouts. Misconfiguration can cause decode errors or unintended remote accesses.","OB_OFFSET_INDEXn/OB_OFFSETn_HI (0x200+); OB_SIZE (0x30); CMD_STATUS[OB_XLT_EN] (0x04)","Explicit","Program base/size first; enable after configuration; require link L0 before use","YES","Guard all outbound accesses with link-up checks and target presence verification."
"KeyStone PCIe Module","Inbound address translation regions","Address Translation","Inbound translation exposes internal memory regions to the PCIe fabric. Regions are tied to BAR selection, start, and offset registers and must match host expectations in EP mode. Enable inbound translation only after BAR apertures are negotiated by the host. Sizes and alignments should be minimized to reduce attack surface and complexity. Proper configuration allows peer and host-initiated writes to internal memory.","IB_BARn (0x300+); IB_STARTn_LO/HI (0x304/0x308+); IB_OFFSETn (0x30C+); CMD_STATUS[IB_XLT_EN]","Explicit","BARs sized and negotiated; translators enabled; non-cacheable attributes set","YES","Keep apertures as small as practical while meeting performance needs."
"KeyStone PCIe Module","Endianness control","Configuration","Application endianness for internal interfaces is software selectable. Configuration must match the system architecture to avoid misinterpretation of descriptors and data. This must be set before enabling translators or starting DMA/CPU traffic. Changes after traffic begins require quiescence and revalidation to ensure integrity. Host-visible register layouts must be audited for cross-endian correctness.","ENDIAN register (0x38)","Explicit","Set prior to OB/IB enable and any DMA or CPU MMIO transactions","YES","Document platform endianness and validate all host-visible fields for consistency."
"KeyStone PCIe Module","TLP attributes: Relaxed Ordering and No Snoop","Performance","Outbound TLPs can be tagged with Relaxed Ordering and No Snoop attributes. These settings may improve throughput on systems tolerant of reordering and without snoop-coherent paths. Some partners ignore or restrict these attributes, so interoperability must be validated. Use only when memory consistency requirements permit and measure system impact. Start conservatively and enable selectively for large sequential transfers.","TLPCFG (0x10) RELAXED/NO_SNOOP bits","Explicit","Interconnect tolerates reordering; cache policy permits no-snoop; performance validated","YES","Apply attributes only to flows proven safe to reorder or bypass snoop."
"KeyStone PCIe Module","Legacy INTx interrupt handling","Interrupts","Legacy INTA/B/C/D signaling is supported and mapped to SoC interrupt inputs. Correct operation requires enabling masks, servicing status, and issuing EOI writes. Latched status typically uses write-one-to-clear semantics. Legacy interrupts are useful for compatibility and early bring-up. Under sustained load, MSI usually offers lower latency and better scalability.","IRQ_EOI (0x50); INTx status/enable (0x64–0x120)","Explicit","SoC interrupt routing configured; vectors mapped; W1C semantics followed","YES","Prefer MSI when available; retain INTx for fallback scenarios."
"KeyStone PCIe Module","MSI reception and handling (RC mode)","Interrupts","In Root Complex mode the controller receives and services MSIs from endpoints. MSI vectors are grouped across enable and status blocks with W1C semantics. Software should enable only required vectors and coalesce handling to reduce overhead. Ensure endpoints are configured for MSI during enumeration for best performance. Proper EOI handling is required to complete the interrupt service path.","MSI*_IRQ_ENABLE_SET/CLR (0x90–0x17C); MSI_IRQ status (0x54)","Explicit","Enumeration enables endpoint MSI; SoC IRQ mapping done; status/EOI ordering respected","YES","Batch process vectors per group to minimize MMIO traffic at high rates."
"KeyStone PCIe Module","MSI generation (EP mode)","Interrupts","In End Point mode the controller can generate MSI to signal events to the host. Software programs the local MSI capability and writes the trigger to raise interrupts. Host enumeration must allocate, map, and enable vectors for proper operation. Ordering must ensure that data is visible before signaling the host. MSI should be preferred over legacy INTx when supported for lower overhead.","Local MSI capability in config space; MSI trigger via MSI_IRQ (0x54)","Explicit","MSI capability configured; host vectors assigned and enabled; valid BAR/IB regions","YES","Coalesce interrupts carefully to balance latency and CPU overhead."
