"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"TMS320C6452 DSP","PSC/LPSC enable for GPIO module","Power","The GPIO peripheral clock is disabled after reset and must be enabled through the device Power and Sleep Controller (PSC) before any GPIO register accesses have effect. The GPIO input clock derives from the CPU clock (CPU/6 on this device), so PSC enable brings the internal logic to a known and timed state. Software shall execute the PSC transition sequence and verify completion prior to configuring direction or data. Attempting GPIO access while clock‑gated yields nonfunctional external behavior and misleading diagnostics. This enable step should be performed early in platform initialization and validated with a read of a known register (e.g., PID).","SPRUF95 §2.1 (Clock Control), §2.12 (Power Management)","Explicit","PSC domain active; GPIO LPSC transitioned to ENABLE","NO","Gate all GPIO operations behind a verified PSC enable and log failures with actionable error codes."
"TMS320C6452 DSP","Pin multiplexing selection for GPIO pins","Configuration","C6452 package pins are multiplexed; software must select the GPIO function for each pin intended for GPIO operation. Incorrect or omitted pinmux leaves pins connected to alternate peripherals, risking contention or no effect from GPIO writes. Configure only the required pins and confirm the mapping against the board schematic. Apply pinmux prior to any direction or output programming to avoid unintended transients on external nets. Read back or otherwise validate the final mux configuration before enabling interrupts or outputs.","SPRUF95 §2.3 (Pin Multiplexing); SPRS371 (Device Data Manual pin tables)","Explicit","Pinmux control registers programmed for selected pins; board constraints reviewed","NO","Centralize pinmux ownership to prevent conflicting configurations across subsystems."
"TMS320C6452 DSP","Per‑bit direction control via DIR01","Interfaces","Each GPIO bit is independently configured as input (DIRn=1) or output (DIRn=0) using DIR01. For outputs, set a benign level before enabling external interaction to minimize glitches at the pad. For inputs, sample via IN_DATA01 and apply system‑level debounce/qualification as needed. When toggling a pin between roles, sequence level changes to a safe state before switching DIR to avoid transients. Maintain a software shadow of DIR01 to support atomic and audited updates across contexts.","SPRUF95 §3 (DIR01 register)","Explicit","PSC enabled; target pins selected by pinmux","NO","Batch direction updates with masks and verify with a read‑back compare in debug builds."
"TMS320C6452 DSP","Atomic output set/clear operations","Performance","Use SET_DATA01 and CLR_DATA01 to change output levels atomically without read‑modify‑write hazards. These registers update only the bits written as 1, preserving other outputs even under ISR preemption. Prefer them over OUT_DATA01 when adjusting subsets of outputs to improve determinism. After updates, a non‑destructive read (e.g., CLR_DATA01 readback semantics) can confirm driven state. Maintain precomputed masks for common output groups to streamline critical sections.","SPRUF95 §3 (SET_DATA01, CLR_DATA01)","Explicit","DIR01 configured for outputs; GPIO clock enabled","NO","Adopt atomic set/clear APIs and restrict OUT_DATA01 full‑port writes to single‑owner contexts."
"TMS320C6452 DSP","Output data register semantics","Interfaces","OUT_DATA01 determines the level driven on pins configured as outputs (DIRn=0). Reading OUT_DATA01 returns the register content, which may differ from the actual pin level under certain board conditions; use IN_DATA01 if true pin level is needed. Writes to OUT_DATA01 have no effect on bits configured as inputs. Initialize outputs to a known state via OUT_DATA01 or, preferably, atomic SET/CLR writes. Ensure that pinmux and PSC are valid before performing OUT_DATA01 writes to avoid undefined pad behavior.","SPRUF95 §3 (OUT_DATA01 description)","Explicit","PSC enabled; DIR01 outputs selected","NO","Use IN_DATA01 to verify external level when signal integrity or pull configurations can affect pad state."
"TMS320C6452 DSP","Read inputs via IN_DATA01","Interfaces","IN_DATA01 provides the instantaneous logic level observed at each GPIO pin. Software should mask reads to the subset of interest and handle any necessary debounce or qualification in software or hardware. Because sampling is synchronous to the peripheral clock, a small latency relative to external transitions is expected. Validate input polarity against board wiring prior to deployment. For time‑critical capture, consider interrupt or EDMA‑assisted schemes instead of tight polling.","SPRUF95 §3 (IN_DATA01 description)","Explicit","PSC enabled; pins configured as inputs via DIR01","NO","Document expected active level and qualification method per signal to avoid misinterpretation."
"TMS320C6452 DSP","Rising‑edge detection enable/disable","Interrupts","Per‑pin rising‑edge detection is enabled by writing 1s to SET_RIS_TRIG01 and disabled via CLR_RIS_TRIG01. Configure edge detection only after clearing any stale interrupt status to prevent spurious first interrupts. Route the resulting interrupt to the CPU as required and enable the corresponding mask bits. Validate behavior with known transitions and ensure ISR service can keep pace with expected rates. Keep enables tightly limited to active signals to minimize IRQ load.","SPRUF95 §2.10.3 (Edge Triggering); §3 (SET_RIS_TRIG01, CLR_RIS_TRIG01)","Explicit","INTSTAT01 cleared; interrupt routing prepared; BINTEN/CPU enables configured","NO","Always clear latched status before enabling and confirm ISR clears both module and CPU flags."
"TMS320C6452 DSP","Falling‑edge detection enable/disable","Interrupts","Per‑pin falling‑edge detection is enabled with SET_FAL_TRIG01 and disabled with CLR_FAL_TRIG01. Align the selected edge with external circuitry polarity to capture intended transitions. As with rising edges, clear preexisting status before activation to avoid false triggers. Ensure interrupt routing and CPU enables are in place before unmasking. Validate across operating conditions to confirm robustness.","SPRUF95 §2.10.3 (Edge Triggering); §3 (SET_FAL_TRIG01, CLR_FAL_TRIG01)","Explicit","INTSTAT01 cleared; interrupt routing prepared; BINTEN/CPU enables configured","NO","Match edge polarity to board signalling and record rationale for maintainability."
"TMS320C6452 DSP","Latched interrupt status (write‑one‑to‑clear)","Interrupts","Interrupt status for GPIO is latched per bit in INTSTAT01 and is cleared by writing a 1 to the serviced bit. Software should read INTSTAT01 to identify asserting sources and then clear all serviced bits before ISR exit. Failing to clear the latch (and any CPU‑level IFR bits when applicable) can cause re‑entry or masked future events. Establish an ordered read/clear discipline to avoid race conditions under bursty activity. Instrument servicing to detect overruns early in bring‑up.","SPRUF95 §2.10.4 (INTSTAT01 behavior); §3 (INTSTAT01)","Explicit","Interrupt path enabled; ISR registered; CPU IFR handling in place (for direct routes)","NO","Use strict masks for W1C writes and validate end‑to‑end in unit tests."
"TMS320C6452 DSP","Per‑bank interrupt enable via BINTEN","Configuration","Bank interrupts are enabled by setting bits in BINTEN to allow GPIO banks to request service. Combine this with per‑pin edge enables to control which signals can generate interrupts. Ensure CPU‑side enables and vector routing are configured to accept the bank request. When multiple pins assert within a bank, software must iterate through all set bits in INTSTAT01. Keep bank enables aligned with active configuration to prevent stray IRQs.","SPRUF95 §2.10.2; §3.2 (BINTEN)","Explicit","Edge enables configured; CPU vector enables set","NO","Audit BINTEN and edge masks together as part of runtime reconfiguration."
