"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"KeyStone PCIe Module","Dual-mode operation: Root Complex (RC) and End Point (EP)","Interfaces","The PCIe core supports operation as either a Root Complex or an End Point selectable by bootstrap pins and software. In EP mode it supports legacy and native endpoint behavior for compatibility. In RC mode it behaves as a downstream port that enumerates and configures EPs. Software can override the bootstrapped mode via device-level registers to switch roles. LTSSM must be enabled after configuration to begin link negotiation. Mode changes require reinitialization and link retraining.","Section 1.3 Features; Section 1.4.1; CMD_STATUS[LTSSM_EN]","Explicit","Power domain on; SerDes PLL lock; DEVSTAT[PCIESSMODE] set","YES","Select RC or EP during early initialization; do not toggle at run-time without full reset and retrain." 
"KeyStone PCIe Module","Link capabilities: x1/x2 lanes, Gen1 2.5 GT/s and Gen2 5.0 GT/s","Performance","A single bidirectional link operates with up to two lanes (×1/×2). The core supports 2.5 or 5.0 Gbps per lane with 8b/10b encoding for 2.0/4.0 Gbps effective throughput. Dynamic width conversion allows Gen1/Gen2 transitions while keeping a constant PHY PLL rate. Automatic lane reversal and RX polarity inversion simplify board routing. Ultra-low TX/RX latency is targeted by the architecture. Negotiated speed and width are readable in link status registers.","Section 1.3; 2.3.3; LINK_CAP[MAX_LINK_SPEED,MAX_LINK_WIDTH]; LINK_STAT_CTRL","Explicit","SerDes configured; Common-clock indication as needed; PL_GEN2[DIR_SPD] used for Gen2 switch","YES","Verify LINK_STAT_CTRL[LINK_SPEED,NEGOTIATED_LINK_WD] after training; set PL_GEN2.DIR_SPD to upgrade speed post Gen1 lock." 
"KeyStone PCIe Module","Transaction support (Posted/Non-posted/Completions)","Configuration","The module supports standard Memory, Configuration (Type0/1), and Message TLPs per PCIe. Posted writes have no completion while non-posted reads and writes receive completions. Locked Memory Read and its locked completion are not supported by the core. Inbound I/O read/write transactions are also not supported. Software must avoid issuing unsupported TLPs to prevent UR or undefined behavior.","Section 2.1.3 (Table 2-1)","Explicit","N/A","YES","Disallow inbound I/O and locked read usages in drivers; rely on memory/config/message transactions only." 
"KeyStone PCIe Module","Outbound address translation (32 regions)","Configuration","Outbound translation maps internal bus addresses to PCIe addresses for memory TLPs. The PCIESS internal space is partitioned into 32 equal regions of 1/2/4/8 MB using OB_SIZE for flexible tiling. Each region uses OB_OFFSET_INDEXn/OB_OFFSETn_HI to form 32- or 64‑bit PCIe addresses. Bursts that cross a translation region boundary have unspecified behavior and must be avoided. Software should program regions before enabling outbound traffic and size regions to fit DMA bursts. Region index extraction depends on OB_SIZE and must match the internal address map.","Section 2.7.1; OB_SIZE; OB_OFFSET_INDEXn; OB_OFFSETn_HI; Example 2-1","Explicit","CMD_STATUS[OB_XLT_EN]=1; Proper region size/indexing","YES","Keep each DMA burst within a single region; use multiple regions to tile large windows cleanly." 
"KeyStone PCIe Module","Inbound address translation (4 regions associated to BARs)","Configuration","Inbound translation remaps accepted PCIe memory accesses to internal addresses. Four regions (0–3) are defined and tied to BAR matches via IB_BARn and IB_START/IB_OFFSET registers. BAR0 is reserved for application/config registers and cannot be remapped, ensuring register reachability. An option allows using BAR1 value as a start address when IB_START is zero for a relative mapping. 32‑bit and 64‑bit addressing are supported and must be configured consistently with BARs.","Section 2.7.2; 2.7.2.2; 2.7.2.3; IB_BARn/IB_STARTn_LO/HI/IB_OFFSETn","Explicit","CMD_STATUS[IB_XLT_EN]=1; BARs programmed; Link up","YES","Ensure non-overlapping inbound regions; remember BAR0 always lands on application/config space for both RC and EP." 
"KeyStone PCIe Module","BAR Mask registers for EP pre-enumeration sizing","Configuration","BAR mask registers overlay BARs to define aperture size, type, and enable state prior to RC enumeration. They are writable only when CMD_STATUS[DBI_CS2] is set and are write-only (reads show BARs). EP firmware can advertise desired window sizes that RC will read during enumeration for resource assignment. BAR0 mask is constrained because BAR0 maps application registers. After setup, clear DBI_CS2 and validate mask effect using test writes before handing control to RC.","Section 2.7.3.1; CMD_STATUS[DBI_CS2]; BARx_MASK tables","Explicit","DBI_CS2=1 during programming; BAR enabled; DBI_CS2 cleared before enumeration","YES","Do not attempt to change masks over PCIe; configure locally before link-up for deterministic enumeration behavior." 
"KeyStone PCIe Module","Endian conversion (inbound/outbound swizzle modes)","Configuration","The PCIESS supports system big‑endian operation via configurable byte‑lane swapping. The ENDIAN register selects swap on 1/2/4/8‑byte boundaries for both directions to match the system endianness. Little‑endian systems require no swapping and can leave ENDIAN at default. Byte‑enable reordering follows the defined tables for inbound and outbound paths to ensure data correctness. MMR and non‑prefetchable accesses use 32‑bit boundary behavior on outbound. Validate with known patterns to prevent silent corruption.","Section 2.10.2; Tables 2‑8 and 2‑9; ENDIAN","Explicit","Device big‑endian boot configuration if used","YES","Pick one mode system‑wide and verify with known patterns to avoid silent data corruption across endpoints." 
"KeyStone PCIe Module","VBUSM master/slave ports and DMA usage","DMA / buffering","A 128‑bit VBUSM slave port accepts outbound requests from local EDMA/CPU to the PCIe link. A 128‑bit VBUSM master port issues inbound accesses into internal memory on behalf of remote bus masters. No internal DMA is present; use system EDMA or CPU to generate bursts and manage alignment. Effective throughput is ~85% of the 2.0/4.0 Gbps per lane after 8b/10b overhead and protocol effects. Both ports are available in RC and EP modes for symmetric data movement. Plan interconnect QoS accordingly.","Section 1.4.3; 2.9; 2.9.1; 2.9.2","Explicit","EDMA configured; Interconnect bandwidth/QoS sufficient","YES","Align EDMA aCnt/bCnt with Max Payload; avoid non‑incrementing bursts; provision fabric QoS for sustained transfers." 
"KeyStone PCIe Module","Interrupt architecture: 14 mapped events","Interrupts","Up to 14 interrupt events are exposed to the SoC interrupt controller. These include legacy INTA–D reception (RC), MSI groups (0–31) aggregated into eight sets, error classes, and power/reset events. Each class has raw, enable, and enabled‑status registers for masking and servicing. End‑of‑interrupt requires writing the event number to IRQ_EOI after clearing status to re‑arm. Event availability and semantics depend on RC versus EP role and must be handled in the ISR.","Section 2.14; Table 2‑10; IRQ_EOI; MSIn_IRQ_*; LEGACY_*; ERR_*; PMRST_*","Explicit","Interrupt routing to CPU; Link operational for PCIe‑sourced events","YES","Service ordering: clear status first, then write IRQ_EOI; handle legacy race where deassert may arrive after EOI." 
"KeyStone PCIe Module","MSI generation (EP) and reception (RC)","Interrupts","MSI is signaled by a memory write to a configured address/data pair specific to the vector. EP generates MSI by writing the MSI_IRQ vector in RC (or another EP’s BAR0 on this IP) after enabling MSI. RC and EP implement MSIn enable/status/clear registers for 32 vectors grouped by fours for efficient handling. Capability registers program address, data, and vector count, and INTx must be disabled when MSI is enabled. MSI and legacy interrupts are mutually exclusive per function.","Sections 2.14.2, 2.14.5; MSI_CAP/MSI_LOW32/MSI_UP32/MSI_DATA; MSI_IRQ; MSIn_IRQ_*","Explicit","MSI_CAP[MSI_EN]=1; INTx disabled; MSI address/data valid; BAR0 reachable","YES","Batch ISR handling by group; always clear MSIn_IRQ_STATUS then write IRQ_EOI to re‑arm events." 
"KeyStone PCIe Module","Legacy interrupts: RC reception and EP generation","Interrupts","RC receives INTA–INTD messages and must probe downstream configuration space to find the source. EP asserts legacy via EP_IRQ_SET and deasserts via EP_IRQ_CLR, with one pending at a time reflected in EP_IRQ_STATUS. Due to posted writes and relaxed ordering, races can occur between data and interrupt delivery, so drivers should ensure ordering. EOI handling must consider deassert timing relative to EOI to avoid retriggering. Design drivers to ensure data completion before interrupt signaling to the RC.","Sections 2.14.2.1, 2.14.5.1; EP_IRQ_SET/CLR/STATUS; INT_PIN","Explicit","Legacy capability configured; Interrupt controller mapping","YES","Disable relaxed ordering for control paths if strict ordering is needed; probe multiple EPs before clearing RC INTx." 
"KeyStone PCIe Module","Power management: D‑states and ASPM L0s/L1","Power","Device power states D0/D1/D2/D3hot/D3cold are supported per PCIe with D3cold lacking Vaux retention. Link power states L0/L0s/L1 are supported, while L2 is not, and L3 is power‑off. ASPM can autonomously transition to L0s/L1 when enabled, and software can couple link state to device D‑states. PMCAP and PM_CTL_STAT configure PME, state transitions, and reporting as required by platform policy. Device‑link state combinations are constrained as defined to maintain compliance.","Sections 2.15, 2.15.2; Table 2‑11; PMCAP; PM_CTL_STAT; LINK_STAT_CTRL[ACTIVE_LINK_PM]","Explicit","Platform policy; RC cooperation for ASPM; PME routing","YES","Ensure clocks/power are valid on D‑state exit; disable ASPM during bring‑up until stability is verified; L2 is not supported." 
"KeyStone PCIe Module","Advanced Error Reporting (AER)","Error handling","AER implements detailed error status, masking, and severity classification for correctable and uncorrectable errors. Uncorrectable errors are tracked in PCIE_UNCERR with masks and severities in PCIE_UNCERR_MASK/SVRTY to tailor handling. Correctable errors are reported via PCIE_CERR and masked by PCIE_CERR_MASK to avoid storms. Root ports use ROOT_ERR_CMD/ROOT_ERR_ST and ERR_SRC_ID to route, enable, and identify errors end‑to‑end. Drivers should enable only manageable classes and log header registers HDR_LOG0–3 for triage.","Sections 2.16; 3.8.3–3.8.15 (PCIE_UNCERR/PCIE_CERR/PCIE_ACCR/ROOT_ERR_*)","Explicit","RC software for error routing; Interrupt wiring for AER","YES","Set severity to match system policy; mask chatty correctable sources; capture header logs on first detected error." 
"KeyStone PCIe Module","ECRC generation and checking","Error handling","End‑to‑End CRC can be enabled to protect TLP payload integrity on capable links. PCIE_ACCR provides ECRC generation and check enable bits plus capability indicators that reflect hardware support. Some link partners may not support ECRC, especially when the device operates as RC. The guide recommends disabling ECRC when peers lack support to avoid false positives and interop issues. The first‑error pointer assists in identifying the original faulting condition for debugging.","Section 2.16.2.3.1; PCIE_ACCR[ECRC_*]","Explicit","Peer device capability; Coordinated AER handling","YES","Enable ECRC only with known‑good peers; otherwise clear ECRC_CHK_EN/GEN_EN to prevent interoperability issues." 
"KeyStone PCIe Module","PCIe loopback: PIPE and PHY modes","Debug","PIPE loopback supports symbol‑level testing between loopback master and slave endpoints with compliance tools. Either RC or EP can be loopback master/slave in PIPE mode, but TLPs are not looped back through the fabric. PHY loopback loops TX to RX inside the PHY and can be used without a link partner, but setup is RC‑only. Configuration requires SERDES_CFGx loopback, forcing LTSSM via PL_FORCE_LINK, and link training steps as documented. Set loopback before traffic to avoid sequence number mismatches on receivers.","Section 2.12; SERDES_CFG0/1[TX/RX_LOOPBACK]; PL_FORCE_LINK","Explicit","SerDes configured; CMD_STATUS[LTSSM_EN] sequencing","NO","Ensure BAR mapping does not capture looped traffic; skip Detect by forcing POLL_ACTIVE during PHY loopback as documented." 
