"controller_name","feature_name","category","description","evidence","type","dependencies","Driver required","Remarks"
"TMS320C6452 DSP GPIO","32 GPIO signals organized in two banks","Interface","The device provides up to 32 general-purpose I/O signals named GP[31:0]. These signals are organized into two banks of 16 pins each for control and status. Register fields map directly to individual GPIO pins within their respective banks. This organization simplifies per-pin configuration while enabling bank-level operations. Signal-to-bank mapping details are explicitly documented.","Section 2.2 Signal Descriptions; Section 2.5 GPIO Register Structure; Table 1","Explicit","Pin multiplexing configuration; Device package pinout","YES","Verify package pin availability and multiplexing before relying on specific GPIO indices." 
"TMS320C6452 DSP GPIO","Per-pin direction control with default input","Configuration","Each GPIO pin direction is software-configurable as input or output. The DIR01 register controls per-pin direction where 1 selects input and 0 selects output. All GPIO pins default to inputs after reset, ensuring safe power-up. Direction can be changed at runtime as needed. The bit positions correspond to the specific pin numbers within each bank.","Section 2.6; Section 2.7; Section 3.3 DIR01","Explicit","PSC clock enabled; Pin multiplexing completed","YES","Set direction before driving outputs to avoid unintended pin states." 
"TMS320C6452 DSP GPIO","Atomic set/clear and direct output write","Configuration","GPIO outputs can be controlled via three mechanisms. SET_DATA01 sets selected outputs high and CLR_DATA01 clears selected outputs low using write-1 semantics, enabling atomic multi-bit updates. OUT_DATA01 supports direct read-modify-write to assign full output patterns. Using separate set/clear registers allows multiple software processes to control outputs without critical-section protection. Reading SET/CLR/OUT registers returns register content, not necessarily the external pin level if configured as input.","Section 1.2 Features; Section 2.6; Sections 3.4 OUT_DATA01, 3.5 SET_DATA01, 3.6 CLR_DATA01","Explicit","DIR01 configured for outputs; PSC clock enabled","YES","Prefer SET/CLR writes for concurrency-safe updates; use OUT_DATA for full pattern updates when exclusive access is guaranteed." 
"TMS320C6452 DSP GPIO","Synchronized input sampling and pin state readback","Interface","The IN_DATA01 register returns the current logic level for each GPIO pin. For inputs, the values are synchronized to the GPIO peripheral clock to avoid metastability. For outputs, IN_DATA01 returns the value being driven by the device, or the wired-logic level for open-drain cases. Reading OUT_DATA01 does not guarantee actual external pin levels, so IN_DATA01 should be used for verification. Open-drain behavior, if used, is device-specific and reflected at IN_DATA01 as wired-logic.","Section 2.7; Section 3.7 IN_DATA01","Explicit","PSC clock enabled; Potential open-drain external pull configuration (device-specific)","YES","Use IN_DATA01 to validate line state, especially for open-drain or shared-wire implementations." 
"TMS320C6452 DSP GPIO","Per-pin edge-triggered interrupt generation","Interrupts","Each GPIO can generate an interrupt on rising edge, falling edge, both, or be disabled. Edge detection is synchronized to the GPIO peripheral clock. Configuration is done via SET_RIS_TRIG01/CLR_RIS_TRIG01 for rising edges and SET_FAL_TRIG01/CLR_FAL_TRIG01 for falling edges. Direction does not need to be input for interrupt generation; software-driven output toggles can intentionally trigger interrupts. This flexibility enables both event detection and loopback-style debug signaling.","Section 2.10.3; Sections 3.8–3.11","Explicit","BINTEN bank enable; Interrupt controller routing (device-specific); PSC clock enabled","YES","Ensure only intended edges are enabled to avoid interrupt storms; debounce externally if needed." 
"TMS320C6452 DSP GPIO","GPIO interrupt status and write-1-to-clear","Interrupts","Pending GPIO interrupt events are latched in INTSTAT01. A logic 1 in a bit position indicates a pending interrupt for the corresponding pin. Software clears pending status by writing a 1 to the same bit (write-1-to-clear). For individually routed GPIO interrupts, CPU flags may also reflect status, while bank interrupts use INTSTAT01 to identify the source. It is the software’s responsibility to service and clear all pending sources.","Section 2.10.4; Section 3.12 INTSTAT01","Explicit","Interrupt service routines; Proper clearing order","YES","Always clear the specific source in INTSTAT01 to prevent re-entry; read-modify-write is not required for W1C fields." 
"TMS320C6452 DSP GPIO","Bank-level interrupt enable controlling interrupts and EDMA events","Interrupts","BINTEN enables or disables interrupt/event generation per 16-pin bank. Enabling EN0 and EN1 controls whether pins in bank 0 and bank 1 can generate CPU interrupts and EDMA events. This provides quick masking at the bank granularity. Reserved bits read as zero and should not be modified. Bank association for pins is fixed by pin index.","Section 3.2 BINTEN; Table 1","Explicit","Interrupt controller configuration; EDMA event mapping (device-specific)","YES","Use bank masking during bulk reconfiguration to avoid spurious events; restore enables after setup." 
"TMS320C6452 DSP GPIO","EDMA synchronization via GPIO events","DMA / buffering","GPIO can generate synchronization events for the EDMA controller. These events can be used to trigger DMA transfers on external pin transitions. Event production follows the same edge configuration used for interrupts. Bank enable in BINTEN affects EDMA events as well. Specific EDMA event numbers and routing are device-manual defined.","Section 1.2 Features; Section 2.11; Section 3.2 note","Explicit","EDMA controller configuration; BINTEN enabled; Device-specific EDMA event IDs","YES","Use GPIO events for lightweight sync when dedicated peripheral triggers are unavailable; confirm latency requirements." 
"TMS320C6452 DSP GPIO","Clock control and PSC enable with module clock at CPU/6","Power / clock","The GPIO peripheral clock is disabled by default and must be enabled via the local PSC. The GPIO input clock frequency is derived as CPU/6. Without enabling the PSC domain, register access and interrupt/event generation will not function. Clocking affects synchronization of input sampling and edge detection. Proper sequencing of clock enable is part of initialization.","Section 2.1 Clock Control","Explicit","Power and Sleep Controller (PSC) configuration; CPU clock settings","YES","Enable PSC for GPIO before any configuration; consider clock gating for power savings when idle." 
"TMS320C6452 DSP GPIO","Low-power behavior under PSC control","Power","The PSC can place the GPIO module into reduced-power states. While in low-power, interrupt generation is suspended but output pin states are retained. When the module exits low-power, normal operation resumes with previously held outputs. Software must account for suspended event generation during sleep. Power management is centralized through the PSC for all peripherals.","Section 2.12 Power Management","Explicit","PSC low-power transitions; System power policy","YES","Quiesce interrupt sources before entering low power to avoid missed events; re-enable as needed after wake." 
